khipu_id,error_detectable,relative_impact,localization_score,containment_ratio,redundancy_proxy,robustness_proxy,redundancy_normalized,robustness_score,robustness_class
1000049,1.0,0.01280120481927713,1.0,0.07692307692307693,4.4,0.125,0.013793103448275864,0.7152586206896551,High
1000050,0.0,1.0,0.0,1.0,18.0,0.0,0.05642633228840126,0.011285266457680252,Low
1000051,0.0,1.0,0.0,1.0,29.0,0.0,0.09090909090909091,0.018181818181818184,Low
1000052,1.0,0.0013245033112582792,1.0,0.041666666666666664,15.75,0.1428571428571428,0.0493730407523511,0.7241603224361844,High
1000053,0.0,1.0,0.0,1.0,287.0,0.0,0.8996865203761756,0.17993730407523512,Low
1000054,0.0,1.0,1.0,0.047619047619047616,20.0,0.0,0.06269592476489028,0.31253918495297806,Medium
1000055,0.0,1.0,1.0,0.08333333333333333,4.4,0.0,0.013793103448275864,0.30275862068965514,Medium
1000056,0.0,1.0,0.6,0.14285714285714285,42.0,0.0,0.13166144200626959,0.20633228840125392,Low
1000057,0.0,1.0,1.0,0.007518796992481203,163.0,0.0,0.5109717868338558,0.40219435736677117,Medium
1000058,0.0,1.0,1.0,0.05,6.235294117647058,0.0,0.019546376544348144,0.30390927530886963,Medium
1000059,0.0,1.0,0.4,0.2,10.0,0.0,0.03134796238244514,0.12626959247648903,Low
1000060,1.0,0.01914132379248659,1.0,0.06666666666666667,5.7857142857142865,0.0833333333333333,0.01813703537841469,0.7119607404090162,High
1000061,0.0,1.0,0.2,0.3333333333333333,6.999999999999999,0.0,0.021943573667711595,0.06438871473354232,Low
1000062,0.0,1.0,0.0,1.0,6.999999999999999,0.0,0.021943573667711595,0.004388714733542319,Low
1000063,1.0,9.00090009000901e-06,1.0,0.023809523809523808,37.578947368421055,0.0588235294117647,0.1178023428477149,0.7294428215107194,High
1000064,0.0,1.0,0.4,0.2,23.0,0.0,0.07210031347962383,0.13442006269592477,Low
1000065,0.0,0.0,1.0,0.0196078431372549,101.0,0.0,0.3166144200626959,0.3633228840125392,Medium
1000066,0.0,1.0,0.7,0.125,7.0,0.0,0.0219435736677116,0.21438871473354232,Low
1000067,0.0,1.0,0.0,1.0,13.0,0.0,0.04075235109717868,0.008150470219435737,Low
1000068,0.0,1.0,0.8,0.1111111111111111,8.0,0.0,0.025078369905956112,0.2450156739811912,Low
1000069,0.0,1.0,0.1,0.5,6.0,0.0,0.018808777429467086,0.03376175548589341,Low
1000070,0.0,1.0,0.7,0.125,7.333333333333333,0.0,0.022988505747126436,0.21459770114942528,Low
1000071,0.0,1.0,0.8,0.1111111111111111,55.0,0.0,0.1724137931034483,0.27448275862068966,Low
1000072,0.0,1.0,0.5,0.16666666666666666,13.0,0.0,0.04075235109717868,0.15815047021943573,Low
1000073,0.0,1.0,0.1,0.5,11.0,0.0,0.034482758620689655,0.03689655172413793,Low
1000074,0.0,1.0,1.0,0.05,20.0,0.0,0.06269592476489028,0.31253918495297806,Medium
1000075,0.0,1.0,0.8,0.1111111111111111,4.4,0.0,0.013793103448275864,0.24275862068965517,Low
1000076,0.0,1.0,0.0,1.0,14.4,0.0,0.04514106583072101,0.009028213166144201,Low
1000077,0.0,1.0,1.0,0.0070921985815602835,281.0,0.0,0.8808777429467085,0.4761755485893417,Medium
1000078,0.0,1.0,0.0,1.0,9.0,0.0,0.02821316614420063,0.005642633228840126,Low
1000079,1.0,0.0008333829394606822,1.0,0.045454545454545456,8.173913043478262,0.125,0.025623551860433424,0.7176247103720866,High
1000080,0.0,1.0,1.0,0.038461538461538464,35.0,0.0,0.109717868338558,0.3219435736677116,Medium
1000081,0.0,1.0,1.0,0.07692307692307693,11.2,0.0,0.03510971786833855,0.3070219435736677,Medium
1000082,0.0,1.0,1.0,0.0625,16.0,0.0,0.050156739811912224,0.3100313479623824,Medium
1000083,1.0,0.0005709624796084833,1.0,0.05,11.214285714285715,0.0857142857142857,0.035154500671742056,0.7156023287057769,High
1000084,0.0,1.0,0.1,0.5,6.0,0.0,0.018808777429467086,0.03376175548589341,Low
1000085,0.0,1.0,1.0,0.015151515151515152,27.52380952380953,0.0,0.08628153455739665,0.3172563069114793,Medium
1000086,0.0,1.0,0.4,0.2,14.0,0.0,0.0438871473354232,0.12877742946708465,Low
1000087,1.0,0.021584699453551928,0.2,0.3333333333333333,4.3076923076923075,0.5833333333333334,0.013503737641668675,0.521034080861667,Medium
1000088,0.0,0.0,0.0,1.0,195.0,0.0,0.6112852664576802,0.12225705329153605,Low
1000089,1.0,0.0003889699242897832,1.0,0.008064516129032258,4.042253521126761,0.0657894736842105,0.012671641132058811,0.7091132755948327,High
1000090,0.0,1.0,0.1,0.5,10.0,0.0,0.03134796238244514,0.036269592476489025,Low
1000091,0.0,1.0,1.0,0.09090909090909091,32.666666666666664,0.0,0.10240334378265412,0.3204806687565308,Medium
1000092,0.0,1.0,0.7,0.125,13.0,0.0,0.04075235109717868,0.21815047021943573,Low
1000093,1.0,0.001101694915254238,0.9,0.1,23.0,1.0,0.07210031347962383,0.7844200626959248,High
1000094,0.0,1.0,1.0,0.014084507042253521,9.94186046511628,0.0,0.03116570678719837,0.3062331413574397,Medium
1000096,1.0,5.742176284811949e-06,1.0,0.0006071645415907711,39.80434782608696,0.0181818181818181,0.12477851983099361,0.7267738857843805,High
1000097,0.0,1.0,1.0,0.01639344262295082,11.863636363636365,0.0,0.03719008264462811,0.3074380165289256,Medium
1000098,0.0,1.0,1.0,0.045454545454545456,8.909090909090908,0.0,0.027928184667996576,0.3055856369335993,Medium
1000099,0.0,1.0,1.0,0.041666666666666664,43.0,0.0,0.13479623824451412,0.32695924764890283,Medium
1000100,0.0,1.0,1.0,0.07142857142857142,25.0,0.0,0.07836990595611286,0.3156739811912226,Medium
1000101,0.0,1.0,1.0,0.058823529411764705,14.0,0.0,0.0438871473354232,0.30877742946708464,Medium
1000103,1.0,0.0006557377049180333,1.0,0.006369426751592357,9.408695652173913,0.5357142857142857,0.029494343737222296,0.759470297318873,High
1000105,0.0,1.0,0.0,1.0,12.0,0.0,0.03761755485893417,0.007523510971786835,Low
1000106,0.0,1.0,0.1,0.5,18.0,0.0,0.05642633228840126,0.04128526645768025,Low
1000107,0.0,1.0,0.8,0.1111111111111111,15.0,0.0,0.047021943573667714,0.24940438871473353,Low
1000108,0.0,1.0,1.0,0.07142857142857142,25.0,0.0,0.07836990595611286,0.3156739811912226,Medium
1000109,0.0,1.0,0.4,0.2,7.5,0.0,0.023510971786833857,0.12470219435736676,Low
1000110,0.0,1.0,1.0,0.08333333333333333,21.0,0.0,0.06583072100313479,0.31316614420062694,Medium
1000111,0.0,1.0,0.5,0.16666666666666666,11.0,0.0,0.034482758620689655,0.1568965517241379,Low
1000112,0.0,1.0,0.1,0.5,4.0,0.0,0.012539184952978056,0.03250783699059561,Low
1000113,0.0,1.0,0.9,0.1,35.0,0.0,0.109717868338558,0.2919435736677116,Low
1000114,0.0,1.0,1.0,0.07142857142857142,14.0,0.0,0.0438871473354232,0.30877742946708464,Medium
1000115,0.0,1.0,0.0,1.0,34.54545454545455,0.0,0.10829296095753776,0.021658592191507554,Low
1000116,0.0,1.0,1.0,0.047619047619047616,20.0,0.0,0.06269592476489028,0.31253918495297806,Medium
1000117,0.0,1.0,1.0,0.08333333333333333,5.142857142857144,0.0,0.016121809225257504,0.30322436184505147,Medium
1000118,0.0,1.0,0.0,1.0,30.0,0.0,0.09404388714733543,0.018808777429467086,Low
1000119,0.0,1.0,1.0,0.021739130434782608,62.0,0.0,0.19435736677115986,0.33887147335423196,Medium
1000120,0.0,1.0,0.0,1.0,60.0,0.0,0.18808777429467086,0.03761755485893417,Low
1000121,0.0,1.0,0.0,1.0,17.571428571428573,0.0,0.05508284818629647,0.011016569637259294,Low
1000122,0.0,1.0,0.0,1.0,18.0,0.0,0.05642633228840126,0.011285266457680252,Low
1000123,0.0,1.0,0.0,1.0,20.0,0.0,0.06269592476489028,0.012539184952978056,Low
1000124,0.0,1.0,0.0,1.0,112.0,0.0,0.3510971786833856,0.07021943573667712,Low
1000125,0.0,1.0,1.0,0.06666666666666667,9.461538461538462,0.0,0.029659995177236557,0.3059319990354473,Medium
1000126,1.0,0.0025815217391304377,1.0,0.047619047619047616,7.421052631578948,0.0625,0.023263487873288236,0.7109026975746576,High
1000127,0.0,1.0,1.0,0.05,9.833333333333334,0.0,0.030825496342737724,0.3061650992685475,Medium
1000128,0.0,1.0,0.8,0.1111111111111111,5.0,0.0,0.01567398119122257,0.2431347962382445,Low
1000129,0.0,1.0,0.0,1.0,3.0,0.0,0.009404388714733543,0.0018808777429467087,Low
1000130,0.0,1.0,0.1,0.5,4.5,0.0,0.014106583072100314,0.03282131661442006,Low
1000131,0.0,1.0,1.0,0.058823529411764705,65.0,0.0,0.20376175548589343,0.34075235109717866,Medium
1000132,1.0,0.021212121212121245,1.0,0.02857142857142857,4.0,0.1111111111111111,0.012539184952978056,0.7136189481017067,High
1000133,0.0,1.0,1.0,0.09090909090909091,18.0,0.0,0.05642633228840126,0.31128526645768023,Medium
1000134,0.0,1.0,0.0,1.0,8.0,0.0,0.025078369905956112,0.005015673981191223,Low
1000135,0.0,1.0,0.4,0.2,16.0,0.0,0.050156739811912224,0.13003134796238244,Low
1000136,0.0,1.0,0.1,0.5,5.0,0.0,0.01567398119122257,0.033134796238244515,Low
1000137,1.0,0.01614987080103359,0.0,1.0,27.0,1.0,0.08463949843260188,0.5169278996865204,Medium
1000138,1.0,0.0014519056261343025,1.0,0.058823529411764705,6.0,0.1,0.018808777429467086,0.7137617554858934,High
1000139,0.0,1.0,0.7,0.125,14.0,0.0,0.0438871473354232,0.21877742946708464,Low
1000140,1.0,0.0012356447158017175,1.0,0.014084507042253521,12.066666666666666,0.0535714285714285,0.03782654127481714,0.7129224511121062,High
1000141,0.0,1.0,0.8,0.1111111111111111,9.0,0.0,0.02821316614420063,0.2456426332288401,Low
1000142,0.0,1.0,0.0,1.0,18.0,0.0,0.05642633228840126,0.011285266457680252,Low
1000143,0.0,1.0,0.0,1.0,30.0,0.0,0.09404388714733543,0.018808777429467086,Low
1000144,1.0,0.0005524556654328498,1.0,0.02702702702702703,15.0,0.05,0.047021943573667714,0.7144043887147336,High
1000145,0.0,1.0,0.3,0.25,24.0,0.0,0.07523510971786834,0.10504702194357367,Low
1000146,0.0,1.0,1.0,0.03333333333333333,9.076923076923077,0.0,0.02845430431637328,0.3056908608632746,Medium
1000147,1.0,0.0003549470748558033,1.0,0.011235955056179775,12.518518518518519,0.0147058823529411,0.03924300476024614,0.7093191891873433,High
1000148,1.0,0.0009398884527990094,1.0,0.010101010101010102,17.82352941176471,0.0232558139534883,0.05587313295224047,0.7135002079857968,High
1000149,0.0,1.0,0.3,0.25,15.0,0.0,0.047021943573667714,0.09940438871473353,Low
1000150,0.0,1.0,0.9,0.1,30.0,0.0,0.09404388714733543,0.2888087774294671,Low
1000151,0.0,1.0,0.8,0.1111111111111111,28.0,0.0,0.0877742946708464,0.2575548589341693,Low
1000152,0.0,1.0,1.0,0.05555555555555555,10.0,0.0,0.03134796238244514,0.306269592476489,Medium
1000154,0.0,1.0,0.1,0.5,5.0,0.0,0.01567398119122257,0.033134796238244515,Low
1000155,0.0,1.0,0.0,1.0,1.0,0.0,0.003134796238244514,0.0006269592476489029,Low
1000156,0.0,1.0,0.3,0.25,3.5,0.0,0.0109717868338558,0.09219435736677116,Low
1000157,0.0,1.0,0.3,0.25,9.0,0.0,0.02821316614420063,0.09564263322884012,Low
1000158,0.0,1.0,0.8,0.1111111111111111,12.857142857142858,0.0,0.040304523063143756,0.24806090461262875,Low
1000159,1.0,0.0006240249609984405,0.9,0.1,5.818181818181818,0.2857142857142857,0.018238814477058992,0.7022191914668404,High
1000160,0.0,1.0,0.0,1.0,3.0,0.0,0.009404388714733543,0.0018808777429467087,Low
1000161,0.0,1.0,0.3,0.25,12.0,0.0,0.03761755485893417,0.09752351097178683,Low
1000162,1.0,0.00833333333333334,0.8,0.1111111111111111,5.384615384615385,0.1428571428571428,0.016879672052085848,0.6576616486961314,High
1000163,0.0,1.0,1.0,0.05,19.0,0.0,0.05956112852664577,0.31191222570532917,Medium
1000164,0.0,1.0,1.0,0.02564102564102564,86.0,0.0,0.26959247648902823,0.3539184952978056,Medium
1000165,0.0,1.0,1.0,0.034482758620689655,4.571428571428571,0.0,0.014330497089117778,0.30286609941782355,Medium
1000166,0.0,1.0,0.6,0.14285714285714285,28.0,0.0,0.0877742946708464,0.19755485893416927,Low
1000167,0.0,1.0,0.0,1.0,4.8,0.0,0.015047021943573668,0.003009404388714734,Low
1000168,0.0,1.0,0.3,0.25,3.0,0.0,0.009404388714733543,0.0918808777429467,Low
1000169,0.0,1.0,1.0,0.05,20.0,0.0,0.06269592476489028,0.31253918495297806,Medium
1000170,1.0,0.000980392156862746,1.0,0.06666666666666667,4.9,0.375,0.01536050156739812,0.7405721003134795,High
1000171,0.0,1.0,1.0,0.09090909090909091,15.0,0.0,0.047021943573667714,0.3094043887147335,Medium
1000172,0.0,1.0,1.0,0.05263157894736842,27.0,0.0,0.08463949843260188,0.31692789968652035,Medium
1000173,0.0,1.0,0.6,0.14285714285714285,8.0,0.0,0.025078369905956112,0.1850156739811912,Low
1000174,0.0,1.0,0.0,1.0,25.0,0.0,0.07836990595611286,0.015673981191222573,Low
1000176,0.0,1.0,1.0,0.05263157894736842,38.0,0.0,0.11912225705329153,0.3238244514106583,Medium
1000177,0.0,1.0,0.0,1.0,3.066666666666667,0.0,0.009613375130616511,0.0019226750261233023,Low
1000178,0.0,1.0,1.0,0.05555555555555555,3.7647058823529407,0.0,0.011801585838096993,0.3023603171676194,Medium
1000179,0.0,1.0,0.0,1.0,8.666666666666666,0.0,0.027168234064785787,0.005433646812957158,Low
1000180,0.0,1.0,1.0,0.01639344262295082,14.0,0.0,0.0438871473354232,0.30877742946708464,Medium
1000182,0.0,1.0,0.0,1.0,3.0,0.0,0.009404388714733543,0.0018808777429467087,Low
1000183,1.0,0.0008398950131233604,1.0,0.009174311926605505,57.0,0.1666666666666666,0.1786833855799373,0.752403343782654,High
1000184,0.0,1.0,1.0,0.023809523809523808,90.0,0.0,0.28213166144200624,0.35642633228840126,Medium
1000185,0.0,1.0,1.0,0.016666666666666666,6.61764705882353,0.0,0.020744975106029875,0.30414899502120596,Medium
1000186,0.0,1.0,0.4,0.2,12.0,0.0,0.03761755485893417,0.12752351097178682,Low
1000187,0.0,1.0,0.1,0.5,11.0,0.0,0.034482758620689655,0.03689655172413793,Low
1000188,0.0,1.0,0.0,1.0,3.9,0.0,0.012225705329153605,0.002445141065830721,Low
1000189,0.0,1.0,1.0,0.09090909090909091,10.0,0.0,0.03134796238244514,0.306269592476489,Medium
1000190,0.0,1.0,0.0,1.0,9.0,0.0,0.02821316614420063,0.005642633228840126,Low
1000191,0.0,1.0,0.2,0.3333333333333333,10.0,0.0,0.03134796238244514,0.06626959247648903,Low
1000192,1.0,0.001475107559926246,1.0,0.029411764705882353,11.538461538461538,0.1111111111111111,0.03617072582589824,0.7183452562762906,High
1000194,0.0,1.0,0.2,0.3333333333333333,8.0,0.0,0.025078369905956112,0.06501567398119122,Low
1000195,0.0,1.0,0.1,0.5,3.0,0.0,0.009404388714733543,0.031880877742946706,Low
1000196,0.0,0.0,0.2,0.3333333333333333,2.0,0.0,0.006269592476489028,0.0612539184952978,Low
1000197,1.0,0.007321131447587364,1.0,0.027777777777777776,7.0,0.25,0.0219435736677116,0.7293887147335423,High
1000198,1.0,0.0011549566891241583,1.0,0.0125,6.902654867256637,0.1888888888888888,0.021638416511776292,0.723216572191244,High
1000199,0.0,1.0,1.0,0.07692307692307693,7.0,0.0,0.0219435736677116,0.3043887147335423,Medium
1000200,0.0,1.0,1.0,0.03571428571428571,16.0,0.0,0.050156739811912224,0.3100313479623824,Medium
1000201,0.0,1.0,1.0,0.024390243902439025,14.3,0.0,0.04482758620689655,0.3089655172413793,Medium
1000204,0.0,1.0,0.0,1.0,16.0,0.0,0.050156739811912224,0.010031347962382446,Low
1000205,0.0,1.0,0.0,1.0,4.0,0.0,0.012539184952978056,0.0025078369905956114,Low
1000206,0.0,1.0,0.0,1.0,6.0,0.0,0.018808777429467086,0.0037617554858934174,Low
1000207,0.0,1.0,0.0,1.0,38.0,0.0,0.11912225705329153,0.02382445141065831,Low
1000208,1.0,0.0037828947368421083,1.0,0.058823529411764705,9.473684210526315,0.1333333333333333,0.029698069625474343,0.7192729472584282,High
1000209,1.0,0.002766355140186918,0.5,0.16666666666666666,8.399999999999999,0.0555555555555555,0.026332288401253914,0.5608220132358064,Medium
1000210,0.0,1.0,0.4,0.2,14.0,0.0,0.0438871473354232,0.12877742946708465,Low
1000211,0.0,1.0,0.9,0.1,29.0,0.0,0.09090909090909091,0.2881818181818182,Low
1000212,1.0,0.0012106537530266344,1.0,0.08333333333333333,9.636363636363637,0.1111111111111111,0.030208036477628954,0.7171527184066369,High
1000213,0.0,1.0,0.0,1.0,36.0,0.0,0.11285266457680251,0.022570532915360503,Low
1000214,1.0,0.0012690355329949238,0.2,0.3333333333333333,10.0,0.1428571428571428,0.03134796238244514,0.4805553067622033,Medium
1000216,0.0,1.0,1.0,0.09090909090909091,10.0,0.0,0.03134796238244514,0.306269592476489,Medium
1000217,0.0,1.0,0.2,0.3333333333333333,7.0,0.0,0.0219435736677116,0.06438871473354232,Low
1000218,0.0,1.0,0.2,0.3333333333333333,5.0,0.0,0.01567398119122257,0.06313479623824451,Low
1000220,0.0,1.0,1.0,0.09090909090909091,16.0,0.0,0.050156739811912224,0.3100313479623824,Medium
1000221,0.0,1.0,1.0,0.05555555555555555,33.0,0.0,0.10344827586206896,0.32068965517241377,Medium
1000222,1.0,0.0195364238410596,0.6,0.14285714285714285,6.153846153846154,0.0833333333333333,0.019291053773812395,0.5921915440880958,Medium
1000223,0.0,1.0,1.0,0.04,10.333333333333334,0.0,0.03239289446185998,0.306478578892372,Medium
1000224,0.0,1.0,0.5,0.16666666666666666,5.0,0.0,0.01567398119122257,0.1531347962382445,Low
1000225,0.0,1.0,0.0,1.0,8.0,0.0,0.025078369905956112,0.005015673981191223,Low
1000226,0.0,1.0,0.3,0.25,6.0,0.0,0.018808777429467086,0.09376175548589341,Low
1000227,1.0,0.0037974683544303813,0.0,1.0,9.5625,0.4444444444444444,0.029976489028213166,0.4504397422500871,Medium
1000228,0.0,1.0,1.0,0.05263157894736842,45.0,0.0,0.14106583072100312,0.3282131661442006,Medium
1000229,0.0,1.0,1.0,0.02040816326530612,7.619047619047618,0.0,0.023884161815196293,0.30477683236303926,Medium
1000230,1.0,0.0005063291139240511,1.0,0.027777777777777776,8.19047619047619,0.1428571428571428,0.025675473951336018,0.7194208090759814,High
1000231,0.0,1.0,1.0,0.05,22.5,0.0,0.07053291536050156,0.3141065830721003,Medium
1000232,0.0,1.0,1.0,0.05263157894736842,7.777777777777778,0.0,0.024381748519679555,0.3048763497039359,Medium
1000233,0.0,1.0,1.0,0.01694915254237288,58.0,0.0,0.18181818181818182,0.33636363636363636,Medium
1000234,0.0,1.0,1.0,0.02564102564102564,56.0,0.0,0.1755485893416928,0.33510971786833854,Medium
1000235,0.0,1.0,1.0,0.05555555555555555,40.5,0.0,0.12695924764890282,0.32539184952978056,Medium
1000236,0.0,1.0,1.0,0.02564102564102564,32.8,0.0,0.10282131661442005,0.320564263322884,Medium
1000238,1.0,0.00013417158629149735,1.0,0.023255813953488372,25.076923076923077,0.054054054054054,0.07861104412828551,0.7211276142310624,High
1000239,0.0,1.0,0.1,0.5,16.636363636363637,0.0,0.05215161014534055,0.040430322029068114,Low
1000240,0.0,1.0,1.0,0.037037037037037035,47.0,0.0,0.14733542319749215,0.3294670846394984,Medium
1000241,0.0,1.0,0.4,0.2,34.4,0.0,0.10783699059561128,0.14156739811912225,Low
1000242,0.0,1.0,0.6,0.14285714285714285,6.0,0.0,0.018808777429467086,0.1837617554858934,Low
1000243,0.0,1.0,0.8,0.1111111111111111,23.0,0.0,0.07210031347962383,0.25442006269592476,Low
1000244,0.0,1.0,1.0,0.045454545454545456,10.0,0.0,0.03134796238244514,0.306269592476489,Medium
1000245,0.0,1.0,0.7,0.125,33.0,0.0,0.10344827586206896,0.2306896551724138,Low
1000246,0.0,1.0,1.0,0.024390243902439025,41.0,0.0,0.12852664576802508,0.325705329153605,Medium
1000247,0.0,0.0,0.9,0.1,26.0,0.0,0.08150470219435736,0.2863009404388715,Low
1000248,0.0,0.0,0.4,0.2,26.0,0.0,0.08150470219435736,0.13630094043887148,Low
1000249,1.0,0.003205128205128205,1.0,0.05555555555555555,26.4,0.25,0.08275862068965517,0.741551724137931,High
1000250,0.0,1.0,0.2,0.3333333333333333,74.0,0.0,0.23197492163009403,0.10639498432601881,Low
1000251,1.0,0.00011273957158962807,1.0,0.058823529411764705,11.285714285714286,0.9230769230769232,0.03537841468875952,0.7993833752454441,High
1000252,0.0,1.0,0.0,1.0,13.0,0.0,0.04075235109717868,0.008150470219435737,Low
1000253,0.0,1.0,0.0,1.0,24.0,0.0,0.07523510971786834,0.01504702194357367,Low
1000254,0.0,1.0,0.3,0.25,11.0,0.0,0.034482758620689655,0.09689655172413793,Low
1000255,0.0,1.0,0.8,0.1111111111111111,31.0,0.0,0.09717868338557993,0.259435736677116,Low
1000256,0.0,1.0,0.8,0.1111111111111111,14.0,0.0,0.0438871473354232,0.24877742946708464,Low
1000257,0.0,1.0,0.0,1.0,7.0,0.0,0.0219435736677116,0.00438871473354232,Low
1000258,0.0,0.0,1.0,0.09090909090909091,44.0,0.0,0.13793103448275862,0.3275862068965517,Medium
1000259,0.0,1.0,1.0,0.03333333333333333,111.0,0.0,0.34796238244514105,0.3695924764890282,Medium
1000260,0.0,1.0,0.9,0.1,23.333333333333332,0.0,0.07314524555903866,0.28462904911180775,Low
1000261,0.0,1.0,1.0,0.08333333333333333,23.333333333333332,0.0,0.07314524555903866,0.3146290491118077,Medium
1000262,0.0,1.0,1.0,0.05263157894736842,73.0,0.0,0.22884012539184953,0.3457680250783699,Medium
1000263,0.0,1.0,1.0,0.045454545454545456,37.0,0.0,0.11598746081504702,0.3231974921630094,Medium
