khipu_id,num_values,mean,std,cv,range,iqr,variance_class
1000269,105,111128.25714285714,1084071.0501571773,9.7551340948647,11111111.0,5.0,high
1000270,90,142300.77777777778,1175264.5493893272,8.259017046446958,11111114.0,7.0,high
1000271,81,46793.82716049383,211419.49139405228,4.518106430340141,1111113.0,4.0,high
1000272,50,3.52,2.6896627510313844,0.7641087360884615,8.0,5.0,medium
1000273,320,2.215625,2.4952128932107462,1.1261891760612677,16.0,1.0,medium
1000274,123,1113134.5609756098,10099470.815340064,9.073000847703764,111111111.0,6.5,high
1000275,240,12171.179166666667,102210.04381271877,8.39771088841108,1111112.0,3.0,high
1000276,8,222.625,360.905186401399,1.6211350315615902,1107.0,0.0,high
1000277,31,20143758.322580647,41149783.11768974,2.0428056402742816,113333329.0,11111220.0,high
1000279,355,566963.0845070423,6085139.683900508,10.73286753614895,111111111.0,18.0,high
1000280,256,11019656.0390625,33314295.718285967,3.0231701969819547,222222223.0,111114.25,high
1000283,34,3.0294117647058822,3.019986896596569,0.9968888784881879,13.0,3.0,medium
1000285,121,4.446280991735537,13.999970484030278,3.148692246408297,109.0,3.0,high
1000287,123,3.317073170731707,2.3515501450673115,0.7089232054982336,10.0,4.0,medium
1000288,11,2.8181818181818183,1.8340219092574561,0.6507819678010328,5.0,2.0,medium
