khipu_id,model,matches,total,match_rate,has_pattern,tolerance
1000607,positional_base10,3,17,0.17647058823529413,False,
1000607,standard_tolerance_2,3,17,0.17647058823529413,False,2.0
1000607,standard_tolerance_5,3,17,0.17647058823529413,False,5.0
1000607,cross_level_all_descendants,0,2,0.0,False,
1000607,partial_summation,3,17,0.17647058823529413,False,
1000608,modulo_10,0,0,0.0,False,
1000608,positional_base10,0,0,0.0,False,
1000608,standard_tolerance_2,0,0,0.0,False,2.0
1000608,standard_tolerance_5,0,0,0.0,False,5.0
1000608,cross_level_all_descendants,0,0,0.0,False,
1000608,partial_summation,0,0,0.0,False,
1000609,modulo_10,4,5,0.8,True,
1000609,positional_base10,2,5,0.4,False,
1000609,standard_tolerance_2,2,5,0.4,False,2.0
1000609,standard_tolerance_5,2,5,0.4,False,5.0
1000609,cross_level_all_descendants,0,0,0.0,False,
1000609,partial_summation,2,5,0.4,True,
1000610,modulo_10,13,19,0.6842105263157895,True,
1000610,positional_base10,1,19,0.05263157894736842,False,
1000610,standard_tolerance_2,1,19,0.05263157894736842,False,2.0
1000610,standard_tolerance_5,1,19,0.05263157894736842,False,5.0
1000610,cross_level_all_descendants,0,3,0.0,False,
1000610,partial_summation,1,19,0.05263157894736842,False,
1000611,modulo_10,19,21,0.9047619047619048,True,
1000611,positional_base10,2,21,0.09523809523809523,False,
1000611,standard_tolerance_2,2,21,0.09523809523809523,False,2.0
1000611,standard_tolerance_5,2,21,0.09523809523809523,False,5.0
1000611,cross_level_all_descendants,0,7,0.0,False,
1000611,partial_summation,2,21,0.09523809523809523,False,
1000612,modulo_10,59,110,0.5363636363636364,True,
1000612,positional_base10,12,110,0.10909090909090909,False,
1000612,standard_tolerance_2,14,110,0.12727272727272726,False,2.0
