khipu_id,total_path_length,context_switches,avg_leaf_depth,traversal_cost,normalized_traversal,n_cords
1000567,484,18.0,2.0,502.0,1.953307392996109,257
1000569,26,2.0,2.0,28.0,1.1666666666666667,24
1000570,177,14.0,3.0,191.0,1.528,125
1000571,57,2.0,2.0,59.0,1.0727272727272728,55
1000572,11,0.0,1.0,11.0,1.0,11
1000573,66,12.0,3.0,78.0,2.0,39
1000574,121,18.0,5.0,139.0,1.6951219512195121,82
1000575,80,6.0,3.0,86.0,1.303030303030303,66
1000576,116,10.0,4.0,126.0,1.4651162790697674,86
1000577,36,2.0,2.0,38.0,1.1176470588235294,34
1000578,9,0.0,1.0,9.0,1.0,9
1000579,7,0.0,1.0,7.0,1.0,7
1000580,38,2.0,2.0,40.0,1.3793103448275863,29
1000581,32,0.0,1.0,32.0,1.0,32
1000582,34,0.0,1.0,34.0,1.0,34
1000583,54,2.0,2.0,56.0,1.1914893617021276,47
1000584,58,2.0,2.0,60.0,1.1111111111111112,54
1000585,49,14.0,3.0,63.0,1.9090909090909092,33
1000586,199,8.0,3.0,207.0,1.15,180
1000587,50,2.0,2.0,52.0,1.2682926829268293,41
1000588,189,0.0,1.0,189.0,1.0,189
1000589,68,2.0,2.0,70.0,1.4285714285714286,49
1000590,89,6.0,3.0,95.0,1.2666666666666666,75
1000591,130,22.0,3.0,152.0,1.6521739130434783,92
1000592,89,10.0,3.0,99.0,1.9411764705882353,51
1000593,100,0.0,1.0,100.0,1.0,100
1000595,19,6.0,3.0,25.0,1.7857142857142858,14
1000597,95,4.0,3.0,99.0,1.1,90
1000598,243,12.0,4.0,255.0,1.4488636363636365,176
1000599,56,4.0,3.0,60.0,1.25,48
1000600,17,2.0,2.0,19.0,1.2666666666666666,15
1000601,74,8.0,3.0,82.0,1.7446808510638299,47
1000602,18,2.0,2.0,20.0,1.3333333333333333,15
1000603,964,36.0,5.0,1000.0,2.0408163265306123,490
1000604,238,2.0,2.0,240.0,1.0126582278481013,237
1000605,215,2.0,2.0,217.0,1.0187793427230047,213
1000606,37,12.0,3.0,49.0,1.96,25
1000607,224,10.0,3.0,234.0,1.3448275862068966,174
1000608,94,2.0,2.0,96.0,1.0909090909090908,88
1000609,164,20.0,4.0,184.0,1.4045801526717556,131
1000610,210,6.0,4.0,216.0,1.2781065088757397,169
1000611,375,8.0,3.0,383.0,1.1606060606060606,330
1000612,619,14.0,3.0,633.0,1.6614173228346456,381
1000613,175,16.0,4.0,191.0,2.0760869565217392,92
1000614,564,14.0,3.0,578.0,1.5966850828729282,362
1000615,91,2.0,2.0,93.0,1.0689655172413792,87
1000616,134,2.0,2.0,136.0,1.096774193548387,124
1000617,95,2.0,2.0,97.0,1.0319148936170213,94
1000618,167,8.0,3.0,175.0,1.3157894736842106,133
1000619,138,2.0,2.0,140.0,1.12,125
1000620,25,4.0,2.0,29.0,1.9333333333333333,15
1000621,31,4.0,3.0,35.0,1.6666666666666667,21
1000622,353,10.0,4.0,363.0,1.4696356275303644,247
1000623,355,6.0,3.0,361.0,1.1211180124223603,322
1000624,587,56.0,5.0,643.0,2.572,250
1000625,36,0.0,1.0,36.0,1.0,36
1000626,4,0.0,1.0,4.0,1.0,4
1000627,8,0.0,1.0,8.0,1.0,8
1000628,49,8.0,3.0,57.0,1.78125,32
1000629,238,6.0,3.0,244.0,1.2642487046632125,193
1000630,14,2.0,2.0,16.0,1.2307692307692308,13
1000631,9,2.0,2.0,11.0,1.8333333333333333,6
1000632,6,0.0,1.0,6.0,1.0,6
1000633,118,8.0,3.0,126.0,1.3263157894736841,95
1000634,621,20.0,4.0,641.0,1.713903743315508,374
1000635,171,10.0,4.0,181.0,1.4365079365079365,126
1000636,30,0.0,1.0,30.0,1.0,30
1000637,100,10.0,3.0,110.0,1.4102564102564104,78
1000638,110,10.0,2.0,120.0,2.0,60
1000639,10,0.0,1.0,10.0,1.0,10
1000640,9,0.0,1.0,9.0,1.0,9
1000641,5,0.0,1.0,5.0,1.0,5
1000642,16,2.0,2.0,18.0,1.3846153846153846,13
1000643,9,2.0,2.0,11.0,1.8333333333333333,6
1000644,5,2.0,2.0,7.0,1.75,4
1000645,18,4.0,2.0,22.0,2.0,11
1000646,39,6.0,3.0,45.0,1.875,24
1000647,124,12.0,4.0,136.0,1.837837837837838,74
1000648,217,2.0,2.0,219.0,1.0138888888888888,216
1000649,32,0.0,1.0,32.0,1.0,32
1000650,213,2.0,2.0,215.0,1.0858585858585859,198
1000651,22,0.0,1.0,22.0,1.0,22
1000652,14,0.0,1.0,14.0,1.0,14
1000653,6,0.0,1.0,6.0,1.0,6
1000654,59,2.0,2.0,61.0,1.0701754385964912,57
1000655,29,0.0,1.0,29.0,1.0,29
1000656,35,0.0,1.0,35.0,1.0,35
1000657,8,0.0,1.0,8.0,1.0,8
1000658,382,10.0,3.0,392.0,1.4411764705882353,272
1000659,59,2.0,2.0,61.0,1.0892857142857142,56
1000660,4,0.0,1.0,4.0,1.0,4
1000661,5,0.0,1.0,5.0,1.0,5
