khipu_id,num_cords,unique_colors,dominant_color_pct,color_entropy,standardization_score,variance_class
1000000,19,5,0.2631578947368421,2.2684727509097744,0.02302196355489683,medium
1000001,7,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000002,29,8,0.27586206896551724,2.698353735935806,0.10054875468806468,high
1000003,35,6,0.4,2.0515331677817206,0.20635863490886952,high
1000004,174,7,0.46551724137931033,2.0571280704954336,0.26723619648786845,high
1000005,60,2,0.95,0.28639695682741717,0.7136030431725828,low
1000006,81,4,0.5308641975308642,1.6719811709060037,0.16400941454699813,medium
1000007,362,8,0.23756906077348067,2.6714037386579332,0.10953208711402229,high
1000008,58,3,0.7931034482758621,0.9382400480143734,0.408036437715419,medium
1000009,124,7,0.3225806451612903,2.3282270665635063,0.17066878567065158,high
1000010,88,7,0.23863636363636365,2.558419606389377,0.08867254856602669,high
1000011,41,4,0.5365853658536586,1.6374112383914667,0.18129438080426663,medium
1000012,113,11,0.2920353982300885,2.785232606679226,0.19488722029535144,high
1000013,25,2,0.68,0.9043814574359548,0.09561854256404523,low
1000014,38,3,0.5,1.499000441503341,0.05423602083879098,medium
1000015,32,3,0.4375,1.4681773208460207,0.07368324475941745,medium
1000017,43,5,0.4186046511627907,1.938561046789939,0.16510720075335517,medium
1000018,443,8,0.7426636568848759,1.3692696142467626,0.543576795251079,high
1000019,159,6,0.6415094339622641,1.6390409010924796,0.36593242624014166,high
1000020,770,10,0.34675324675324676,2.553923003859004,0.23119256922218212,high
1000021,114,7,0.47368421052631576,2.1158929805290763,0.24630371318412858,high
1000022,161,6,0.45962732919254656,1.9031603466159477,0.2637570772941574,high
1000023,553,14,0.2820976491862568,2.6323835725187426,0.3086056786384058,high
1000024,543,9,0.6795580110497238,1.5828901617067992,0.5006537501718223,high
1000025,857,7,0.6382730455075846,1.7338291841113775,0.3823975834018891,high
1000026,19,3,0.5263157894736842,1.3599924917856794,0.14194027229862893,medium
1000027,20,3,0.45,1.5394910698673259,0.028689278663148632,medium
1000028,21,3,0.47619047619047616,1.3566695194005023,0.14403683444673343,medium
1000029,266,8,0.41729323308270677,2.4096644044017377,0.1967785318660874,high
1000030,29,3,0.5862068965517241,1.3141506217154515,0.1708632720852925,medium
1000031,15,3,0.7333333333333333,1.0529815746974607,0.3356425945608459,medium
1000032,144,7,0.3680555555555556,2.165301427810292,0.22870406915871178,high
1000033,69,2,0.5072463768115942,0.9998484826405668,0.00015151735943319533,low
1000034,100,7,0.45,2.1842676884407974,0.22194815080956176,high
1000035,38,3,0.3684210526315789,1.577863485388384,0.004478979994505972,medium
1000036,21,2,0.6190476190476191,0.9587118826885929,0.041288117311407135,low
1000037,37,3,0.7027027027027027,1.0086232673436542,0.36362957048843003,medium
1000038,6,2,0.5,0.9999999997114609,2.8853908151660335e-10,low
1000039,127,7,0.5039370078740157,2.193968270371305,0.2184927338067849,high
1000040,102,4,0.4019607843137255,1.7505709327424903,0.12471453362875484,medium
1000041,49,3,0.673469387755102,1.2039262882073782,0.24040708366311936,medium
1000042,74,5,0.3918918918918919,1.8609028726090342,0.1985527559158513,medium
1000043,21,5,0.23809523809523808,2.280950925503252,0.01764790626993895,medium
1000044,29,6,0.3103448275862069,2.3014649429716925,0.10967182605951653,high
1000045,314,5,0.9044585987261147,0.5410392619164647,0.7669870728952479,medium
1000046,21,2,0.8095238095238095,0.7024665510018513,0.2975334489981487,low
