kfg_id,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg,n_pp,n_ip,n_cp,n_pattern_types,n_cords,n_pendants,n_subsidiaries,n_groups,numeric_coverage,frac_broken,n_colors,region,creation_date,provenance_display,geo_zone
KH0506,1,1,1,1,1,0,0,0,1,304,167,11,6,330,36,5,107,0.6606060606060606,0.593939393939394,7,Unknown,11/29/2015,Incahuasi,Cañete–Pisco
KH0507,1,1,1,1,0,0,1,1,1,206,6,20,7,381,183,36,25,0.7795275590551181,0.2152230971128609,8,Unknown,12/07/2015,Incahuasi,Cañete–Pisco
KH0508,0,0,0,0,0,1,0,1,1,0,0,0,3,92,33,27,4,0.9891304347826086,0.010869565217391304,6,Unknown,12/10/2015,Incahuasi,Cañete–Pisco
KH0509,1,1,1,1,1,1,1,1,1,430,48,99,9,362,172,17,26,0.5883977900552486,0.5552486187845304,8,Unknown,12/12/2015,Incahuasi,Cañete–Pisco
KH0510,1,1,0,0,1,0,0,0,1,8,2,0,4,87,4,0,34,0.26436781609195403,0.25287356321839083,6,Unknown,12/15/2015,Incahuasi,Cañete–Pisco
KH0511,1,1,0,0,1,0,0,0,1,23,7,0,4,124,10,0,32,0.2661290322580645,0.3064516129032258,9,Unknown,12/15/2015,Incahuasi,Cañete–Pisco
KH0512,1,1,0,0,0,0,0,0,1,398,2,0,3,94,1,0,31,0.5319148936170213,0.5106382978723404,9,Unknown,12/17/2015,Incahuasi,Cañete–Pisco
KH0513,1,1,0,0,0,0,0,0,1,230,37,0,3,109,8,0,33,0.6513761467889908,0.7706422018348624,12,Unknown,12/18/2015,Incahuasi,Cañete–Pisco
KH0514,1,1,1,0,0,0,0,0,0,21,23,1,3,125,13,0,26,0.912,0.216,7,Unknown,01/20/2016,Incahuasi,Cañete–Pisco
KH0515,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,1,1.0,0.13333333333333333,2,Unknown,01/21/2016,Incahuasi,Cañete–Pisco
KH0516,1,1,1,1,0,0,1,1,0,363,29,18,6,247,85,12,19,0.7044534412955465,0.5222672064777328,6,Unknown,01/23/2016,Incahuasi,Cañete–Pisco
KH0517,1,1,1,1,0,0,0,0,1,152,9,9,5,322,15,9,37,0.906832298136646,0.21428571428571427,5,Unknown,01/27/2016,Incahuasi,Cañete–Pisco
KH0518,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,1,1,1.0,0.23809523809523808,1,Unknown,01/21/2016,Incahuasi,Cañete–Pisco
KH0519,1,1,0,1,0,0,1,0,0,6,2,0,4,250,105,108,6,0.6,0.576,6,Unknown,01/31/2016,Incahuasi,Cañete–Pisco
KH0520,1,0,0,0,0,0,0,0,1,22,0,0,2,32,0,0,5,0.84375,0.03125,10,Unknown,10/03/2017,Armatambo (Huaca San Pedro),Central Coast
KH0521,1,1,1,0,1,0,0,1,1,1216,17,58,6,198,14,0,16,0.9090909090909091,0.12121212121212122,12,Unknown,10/04/2017,Armatambo (Huaca San Pedro),Central Coast
KH0522,1,0,1,0,0,1,0,0,1,6,0,1,4,22,0,0,6,0.9545454545454546,0.18181818181818182,4,Unknown,10/06/2017,Armatambo / Huaca San Pedro,Central Coast
KH0523,0,0,0,0,0,1,0,0,0,0,0,0,1,14,0,0,1,0.8571428571428571,0.21428571428571427,3,Unknown,10/06/2017,Armatambo / Huaca San Pedro,Central Coast
KH0524,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,1,1.0,0.0,4,Unknown,10/06/2017,Armatambo / Huaca San Pedro,Central Coast
KH0525,1,1,0,0,0,0,0,0,0,12,4,0,2,55,0,0,5,0.6727272727272727,0.18181818181818182,9,Unknown,10/06/2017,Armatambo / Huaca San Pedro,Central Coast
KH0526,1,0,0,0,0,0,0,0,0,2,0,0,1,29,0,0,2,0.6896551724137931,0.13793103448275862,7,Unknown,10/06/2017,Armatambo / Huaca San Pedro,Central Coast
KH0527,1,0,0,0,0,0,0,0,0,7,0,0,1,35,0,0,6,0.7142857142857143,0.11428571428571428,8,Unknown,02/26/2018,Armatambo / Huaca San Pedro,Central Coast
KH0528,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0.75,0.25,4,Unknown,02/26/2018,Armatambo / Huaca San Pedro,Central Coast
KH0529,1,1,1,1,1,1,1,1,0,534,26,44,8,273,101,6,15,0.6263736263736264,0.19047619047619047,9,Unknown,02/26/2018,Armatambo / Huaca San Pedro,Central Coast
KH0530,1,1,0,0,0,0,0,0,0,8,8,0,2,56,3,0,8,0.5714285714285714,0.4642857142857143,12,Unknown,02/26/2018,Armatambo / Huaca San Pedro,Central Coast
KH0531,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1.0,0.0,2,Unknown,02/26/2018,Armatambo / Huaca San Pedro,Central Coast
KH0532,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0.8,0.2,5,Unknown,02/26/2018,Armatambo / Huaca San Pedro,Central Coast
KH0533,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,6,1.0,0.0,1,near Lima,10/03/2007,Pachacamac,Central Coast
KH0534,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,2,0.967741935483871,0.1935483870967742,6,Unknown,10/10/2007,Pachacamac,Central Coast
KH0535,1,0,0,0,1,0,0,0,1,76,0,0,3,96,16,0,14,0.6875,0.3541666666666667,6,Unknown,10/17/2007,Pachacamac,Central Coast
KH0536,1,1,1,1,0,0,1,0,0,1,1,1,5,51,32,6,10,0.7843137254901961,0.43137254901960786,6,Unknown,10/19/2007,Pachacamac,Central Coast
KH0537,1,0,0,1,0,0,0,0,0,7,0,0,2,27,6,0,5,0.8148148148148148,0.25925925925925924,6,Unknown,10/22/2007,Pachacamac,Central Coast
KH0538,0,0,0,0,0,0,0,0,1,0,0,0,1,13,5,0,2,0.7692307692307693,0.3076923076923077,6,Unknown,10/22/2007,Pachacamac,Central Coast
KH0539,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,6,0.6296296296296297,0.6296296296296297,6,Unknown,10/22/2007,Pachacamac,Central Coast
KH0540,0,0,0,1,0,0,0,0,0,0,0,0,1,18,5,1,1,0.8888888888888888,0.6666666666666666,7,Unknown,10/24/2007,Pachacamac,Central Coast
KH0541,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,1,0.9,0.2,5,Unknown,10/24/2007,Pachacamac,Central Coast
KH0542,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0.9259259259259259,0.18518518518518517,1,Unknown,10/24/2007,Pachacamac,Central Coast
KH0543,1,0,0,1,0,0,0,0,0,1,0,0,2,43,15,0,3,0.813953488372093,0.6744186046511628,11,Unknown,10/26/2007,Pachacamac,Central Coast
KH0544,1,1,1,0,0,0,0,0,0,54,7,4,3,57,6,0,9,0.543859649122807,0.49122807017543857,5,Unknown,10/29/2007,Pachacamac,Central Coast
KH0545,1,0,0,0,0,0,0,0,0,4,0,0,1,15,2,1,2,0.5333333333333333,0.4666666666666667,6,Unknown,10/29/2007,Pachacamac,Central Coast
KH0546,1,1,0,0,0,0,0,0,0,31,5,0,2,63,5,0,15,0.6984126984126984,0.25396825396825395,6,Unknown,10/29/2007,Pachacamac,Central Coast
KH0547,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0.3333333333333333,0.7777777777777778,2,Unknown,10/29/2007,Cieneguilla (Lurin Valley),Central Coast
KH0548,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,1,0.75,0.3333333333333333,3,Unknown,10/29/2007,Cieneguilla (Lurin Valley),Central Coast
KH0549,1,1,1,1,0,0,0,0,0,60,14,8,4,136,36,0,19,0.7867647058823529,0.27205882352941174,12,Unknown,10/31/2007,Pachacamac,Central Coast
KH0550,1,1,1,0,0,0,0,0,0,15,2,12,3,35,7,0,9,0.6857142857142857,0.37142857142857144,2,Unknown,11/05/2007,Pachacamac,Central Coast
KH0551,0,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,4,0.45454545454545453,0.13636363636363635,2,Unknown,11/05/2007,Pachacamac,Central Coast
KH0552,1,1,0,0,0,1,0,0,0,7,1,0,3,29,3,0,5,0.8275862068965517,0.4827586206896552,5,Unknown,11/05/2007,Pachacamac,Central Coast
KH0553,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,1.0,0.0,1,Unknown,11/05/2007,Pachacamac,Central Coast
KH0554,1,0,0,0,1,0,0,0,0,5,0,0,2,18,0,0,2,1.0,0.0,3,Unknown,11/07/2007,Pachacamac,Central Coast
KH0555,1,0,0,1,0,0,0,0,0,5,0,0,2,31,11,0,4,0.7419354838709677,0.12903225806451613,5,Unknown,11/07/2007,Pachacamac,Central Coast
KH0556,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0.8571428571428571,0.14285714285714285,7,Unknown,11/09/2007,Pachacamac (Casa de los Quipus),Central Coast
KH0557,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,12,0.0,0.05454545454545454,8,Unknown,11/14/2007,Pachacamac,Central Coast
KH0558,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0.0,0.23529411764705882,7,Unknown,11/14/2007,Pachacamac,Central Coast
KH0559,1,1,0,1,0,0,0,0,0,3,1,0,3,77,24,0,6,0.8571428571428571,0.38961038961038963,10,Unknown,11/14/2007,Pachacamac,Central Coast
KH0560,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.1,3,Unknown,11/17/2007,Pachacamac,Central Coast
KH0561,1,0,0,0,0,0,0,0,0,10,0,0,1,67,3,1,13,0.6716417910447762,0.23880597014925373,9,Unknown,11/17/2007,Pachacamac (Casa del Quipu),Central Coast
KH0562,1,1,0,0,1,0,0,0,0,13,1,0,3,110,3,0,12,0.9363636363636364,0.2727272727272727,6,Unknown,11/18/2007,Pachacamac (Casa del Quipu),Central Coast
KH0563,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,6,0.875,0.125,8,Unknown,11/19/2007,Pachacamac,Central Coast
KH0564,1,0,1,0,0,0,0,0,1,2,0,2,3,15,0,0,4,0.6666666666666666,0.0,1,Unknown,11/19/2007,Pachacamac,Central Coast
KH0565,1,1,1,0,0,0,0,0,0,17,2,2,3,29,4,0,4,0.9655172413793104,0.10344827586206896,4,Unknown,11/14/2011,Ocucaje / Ullujaya (Ica),Ica & Paracas
KH0566,1,0,0,0,0,0,0,0,1,12,0,0,2,86,0,0,7,0.7325581395348837,0.03488372093023256,8,Unknown,01/30/2012,Ocucaje / Ullujaya (Ica),Ica & Paracas
KH0567,1,0,0,0,0,0,0,0,0,4,0,0,1,32,6,0,7,1.0,0.09375,11,Unknown,01/04/2012,Huacho (Central Coast),Central Coast
KH0568,0,0,0,0,0,0,1,1,0,0,0,0,2,225,195,0,30,0.23555555555555555,0.5511111111111111,5,Unknown,01/04/2012,Unknown,
KH0569,1,1,1,0,0,0,0,0,0,80,6,2,3,101,1,0,24,0.7722772277227723,0.07920792079207921,6,Unknown,03/02/2012,South Coast,Nazca & Far South
KH0570,1,0,0,0,0,0,0,0,0,5,0,0,1,24,2,0,10,0.875,0.20833333333333334,3,Unknown,01/04/2012,Unknown,
KH0571,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,8,0.09090909090909091,0.2909090909090909,8,Unknown,01/04/2012,Unknown,
KH0572,1,0,0,0,0,0,0,0,1,1,0,0,2,11,0,0,3,0.9090909090909091,0.0,2,Unknown,01/30/2012,Unknown,
KH0573,1,1,0,1,0,0,0,1,0,1,6,0,4,39,21,3,8,0.8717948717948718,0.1794871794871795,4,Unknown,01/30/2012,Unknown,
KH0574,1,1,0,1,0,0,0,1,0,27,2,0,4,80,27,5,10,0.475,0.6625,6,Unknown,01/30/2012,"Quillagua, Valle de Loa",Arica & N. Chile
KH0575,1,1,1,1,0,0,0,0,0,25,16,3,4,66,10,2,10,0.5454545454545454,0.7272727272727273,5,Unknown,02/03/2012,Unknown,
KH0576,1,1,0,0,1,0,0,0,1,37,24,0,4,86,21,4,30,0.47674418604651164,0.872093023255814,4,Unknown,02/03/2012,Unknown,
KH0577,1,1,0,0,0,0,0,0,0,3,3,0,2,34,2,0,9,0.5,0.4117647058823529,3,Unknown,02/10/2012,"Armatambo, Lima",Central Coast
KH0578,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0.1111111111111111,0.5555555555555556,2,Unknown,01/30/2012,Unknown,
KH0579,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0.14285714285714285,1.0,1,Unknown,02/10/2012,Unknown,
KH0580,1,1,1,0,1,0,0,0,0,4,4,2,4,29,9,0,20,0.7931034482758621,0.5862068965517241,2,Unknown,03/05/2012,Cerro Solar (foothills),Central Coast
KH0581,1,0,1,0,0,0,0,0,1,34,0,5,3,32,0,0,10,0.84375,0.0,4,Unknown,02/10/2012,Unknown,
KH0582,1,1,1,0,0,0,0,0,1,16,2,2,4,34,0,0,12,1.0,0.23529411764705882,3,Unknown,02/10/2012,Unknown,
KH0583,1,0,1,0,1,0,0,1,0,100,0,34,4,46,7,0,30,0.8913043478260869,0.6739130434782609,3,Unknown,02/10/2012,Unknown,
KH0584,1,0,0,0,0,0,0,0,0,39,0,0,1,54,4,0,8,0.5370370370370371,0.8518518518518519,7,Unknown,02/13/2012,Unknown,
KH0585,1,0,0,1,0,0,0,0,0,3,0,0,2,34,13,2,4,0.6470588235294118,0.5588235294117647,2,Unknown,02/13/2012,Unknown,
KH0586,1,1,1,0,1,0,0,0,0,534,87,18,4,189,0,0,31,0.8571428571428571,0.09523809523809523,6,Unknown,02/25/2012,Unknown,
KH0587,1,1,1,0,1,0,0,0,0,958,40,58,4,180,17,1,18,0.9444444444444444,0.08333333333333333,5,Unknown,02/17/2012,Unknown,
KH0588,1,0,0,0,0,1,0,1,0,16,0,0,3,41,9,0,2,0.7317073170731707,0.8048780487804879,3,Unknown,02/17/2012,Unknown,
KH0589,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0.0,0.030303030303030304,6,"Inka, Late Horizon",03/02/2008,Unknown,
KH0590,1,1,1,0,1,0,0,0,1,209,52,25,5,91,6,0,10,0.6373626373626373,0.01098901098901099,7,"Inka, Late Horizon",03/02/2008,Unknown,
KH0591,1,0,0,0,0,0,0,0,1,2,0,0,2,45,0,0,6,0.6444444444444445,0.17777777777777778,3,"Inka, Late Horizon",03/02/2008,Unknown,
KH0592,1,0,0,1,0,0,0,1,0,7,0,0,3,65,10,0,3,0.7846153846153846,0.3076923076923077,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0593,1,0,0,0,0,0,0,0,0,5,0,0,1,82,25,0,2,0.9634146341463414,0.036585365853658534,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0594,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,0,5,0.21951219512195122,0.7317073170731707,7,"Inka, Late Horizon",03/07/2008,Unknown,
KH0595,1,1,1,1,1,0,1,1,1,198,33,94,8,157,64,2,23,0.7961783439490446,0.28662420382165604,5,"Inka, Late Horizon",03/07/2008,Unknown,
KH0596,1,0,0,0,0,0,0,0,0,4,0,0,1,62,37,4,2,0.532258064516129,0.0967741935483871,12,"Inka, Late Horizon",03/07/2008,Unknown,
KH0597,1,1,1,1,1,0,0,1,0,854,10,49,6,207,41,0,11,0.9130434782608695,0.04830917874396135,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0598,1,0,0,0,0,0,0,0,0,16,0,0,1,50,4,0,3,0.68,0.46,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0599,1,1,1,1,0,1,1,0,1,117,15,1,7,150,24,6,24,0.9266666666666666,0.22,15,"Inka, Late Horizon",03/07/2008,Unknown,
KH0600,1,0,1,1,0,0,0,1,0,434,0,9,4,282,119,3,10,0.7553191489361702,0.2624113475177305,8,"Inka, Late Horizon",03/02/2008,Unknown,
KH0601,1,1,1,1,1,0,0,0,1,978,134,25,6,367,25,0,34,0.4141689373297003,0.444141689373297,10,"Inka, Late Horizon",03/02/2008,Unknown,
KH0602,1,1,1,1,0,0,1,0,0,405,26,67,5,249,56,0,32,0.6305220883534136,0.5461847389558233,7,"Inka, Late Horizon",03/07/2008,Unknown,
KH0603,1,1,1,1,0,0,0,1,1,140,15,9,6,153,47,5,22,0.8235294117647058,0.30718954248366015,10,"Inka, Late Horizon",03/07/2008,Unknown,
KH0604,1,1,1,0,0,0,0,1,0,53,8,4,4,90,31,0,17,0.6777777777777778,0.4888888888888889,7,"Inka, Late Horizon",03/07/2008,Unknown,
KH0604A,1,1,0,0,0,0,0,0,0,25,2,0,2,43,15,0,6,0.813953488372093,0.3023255813953488,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0604B,1,1,1,0,0,0,0,0,0,15,2,2,3,47,16,0,8,0.6382978723404256,0.6595744680851063,5,"Inka, Late Horizon",03/07/2008,Unknown,
KH0605,1,0,0,0,0,0,0,0,1,5,0,0,2,52,8,0,10,0.40384615384615385,0.19230769230769232,8,"Inka, Late Horizon",03/07/2008,Unknown,
KH0605A,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,3,0.20833333333333334,0.16666666666666666,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0605B,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,6,0.0,0.2,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0605C,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,4,0.9333333333333333,0.13333333333333333,4,"Inka, Late Horizon",03/07/2008,Unknown,
KH0606,1,0,0,0,0,0,0,0,1,13,0,0,2,39,14,0,8,0.7435897435897436,0.2564102564102564,5,"Inka, Late Horizon",03/07/2008,Unknown,
KH0606A,1,0,0,0,0,0,0,0,1,3,0,0,2,25,7,0,6,0.64,0.32,6,"Inka, Late Horizon",03/07/2008,Unknown,
KH0606B,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,4,0.8181818181818182,0.18181818181818182,4,"Inka, Late Horizon",03/07/2008,Unknown,
KH0606C,1,0,0,0,0,0,0,0,1,5,0,0,2,8,0,0,3,0.625,0.0,2,"Inka, Late Horizon",03/07/2008,Unknown,
KH0607,1,1,1,0,1,1,0,1,1,1220,21,28,7,211,36,0,29,0.95260663507109,0.18009478672985782,11,"Inka, Late Horizon",03/07/2008,Unknown,
KH0607A,1,1,1,0,0,1,0,0,0,76,2,3,4,80,0,0,11,0.925,0.3375,7,"Inka, Late Horizon",03/07/2008,Unknown,
KH0607B,1,1,0,0,0,0,0,1,0,47,1,0,3,43,9,0,8,0.9302325581395349,0.0,5,"Inka, Late Horizon",03/07/2008,Unknown,
KH0607C,1,0,1,0,0,0,0,1,0,71,0,1,3,73,26,0,6,0.9041095890410958,0.0821917808219178,9,"Inka, Late Horizon",03/07/2008,Unknown,
KH0607D,1,0,1,0,0,0,0,0,0,10,0,1,2,23,1,0,4,0.9130434782608695,0.21739130434782608,3,"Inka, Late Horizon",03/07/2008,Unknown,
KH0608,1,0,1,0,1,0,0,0,1,16,0,4,4,36,0,0,8,1.0,0.05555555555555555,7,Unknown,01/03/2017,Incahuasi,Cañete–Pisco
KH0609,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,1.0,0.0,4,Unknown,01/04/2017,Incahuasi,Cañete–Pisco
KH0610,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,2,1.0,0.0,2,Unknown,01/04/2017,Incahuasi,Cañete–Pisco
KH0611,0,0,0,0,0,0,0,1,0,0,0,0,1,32,11,3,2,0.84375,0.3125,9,Unknown,01/03/2017,Incahuasi,Cañete–Pisco
KH0612,1,1,1,1,0,0,0,1,0,328,3,11,5,193,43,1,6,0.7202072538860104,0.2849740932642487,14,Unknown,01/04/2017,Incahuasi,Cañete–Pisco
KH0613,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0.9230769230769231,0.0,2,Unknown,01/04/2017,Incahuasi,Cañete–Pisco
KH0614,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0.8333333333333334,0.5,5,Unknown,01/04/2017,Incahuasi,Cañete–Pisco
KH0615,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1.0,0.0,3,Unknown,01/04/2017,Incahuasi,Cañete–Pisco
KH0616,1,1,1,1,0,1,0,0,1,134,12,2,6,95,15,4,8,0.9368421052631579,0.09473684210526316,13,Unknown,01/05/2017,Incahuasi,Cañete–Pisco
KH0617,1,1,1,1,1,0,1,1,0,532,10,135,7,374,165,49,18,0.5133689839572193,0.7727272727272727,8,Unknown,01/07/2017,Incahuasi,Cañete–Pisco
KH0618,1,0,1,1,0,1,0,1,0,108,0,5,5,126,33,6,6,0.7301587301587301,0.7380952380952381,19,Unknown,01/07/2017,Incahuasi,Cañete–Pisco
KH0619,0,0,0,0,0,1,0,0,1,0,0,0,2,30,0,0,3,0.7333333333333333,0.5,3,Unknown,01/07/2017,Incahuasi,Cañete–Pisco
KH0620,1,1,0,1,0,0,0,1,0,95,1,0,4,78,16,3,7,0.7307692307692307,0.7435897435897436,8,Unknown,01/07/2017,Incahuasi,Cañete–Pisco
KH0621,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,1,1.0,0.0,7,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0622,0,0,0,0,0,1,0,0,1,0,0,0,2,10,0,0,2,0.7,0.4,1,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0623,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0.8888888888888888,0.0,1,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0624,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,1.0,0.0,1,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0625,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0.3076923076923077,0.8461538461538461,6,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0626,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,0,1,1.0,0.16666666666666666,2,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0627,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1.0,1.0,2,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0628,0,0,0,0,0,0,1,0,0,0,0,0,1,11,7,0,4,0.6363636363636364,0.8181818181818182,5,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0629,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,4,2,0.625,0.125,4,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0630,1,0,0,1,0,0,0,1,0,20,0,0,3,74,28,13,2,0.5135135135135135,0.8243243243243243,9,Unknown,01/08/2017,Incahuasi,Cañete–Pisco
KH0631,0,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,4,0.5909090909090909,0.0,4,Unknown,06/01/2023,Unknown,
KH0632,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,1.0,0.0,6,Unknown,06/01/2023,Unknown,
KH0633,1,0,1,1,0,0,0,1,1,16,0,1,5,67,26,6,4,0.835820895522388,0.11940298507462686,7,Unknown,12/20/2021,Unknown,
KH0634,1,0,0,1,0,0,0,0,0,7,0,0,2,42,18,1,3,0.9047619047619048,0.23809523809523808,7,Unknown,12/20/2021,Unknown,
KH0635,1,1,1,1,0,0,1,1,0,83,11,6,6,166,77,9,9,0.5903614457831325,0.45180722891566266,8,Unknown,12/20/2021,Unknown,
KH0653,1,0,0,1,0,0,0,0,1,4,0,0,3,16,8,0,2,0.625,0.5,3,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0654,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,1.0,0.3,2,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0655,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,2,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0656,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1.0,0.16666666666666666,1,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0657,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2,1.0,0.16666666666666666,6,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0658,0,0,0,0,0,0,0,0,1,0,0,0,1,10,4,0,3,0.8,0.0,1,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0659,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1.0,0.0,2,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0660,0,0,0,0,0,1,0,0,0,0,0,0,1,11,2,0,2,0.6363636363636364,0.0,3,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0661,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,1.0,0.0,2,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0662,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0.5,0.5,2,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0663,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0.8571428571428571,0.14285714285714285,2,Unknown,01/12/2017,Huacones,Cañete–Pisco
KH0664,0,1,0,0,0,0,0,0,0,0,2,0,1,46,0,0,11,0.7391304347826086,0.34782608695652173,6,Unknown,04/18/2022,Unknown,
KH0665,1,1,0,1,0,0,0,0,0,102,20,0,3,354,165,94,38,0.4011299435028249,0.2401129943502825,17,Unknown,12/31/2009,Unknown,
KH0666,1,0,1,0,0,0,0,0,0,13,0,5,2,17,0,0,3,1.0,0.0,1,Unknown,01/01/2001,Unknown,
KH0667,1,1,1,0,1,0,0,1,0,338,55,27,5,189,40,0,21,0.7142857142857143,0.37566137566137564,7,Unknown,01/01/2001,Unknown,
KH0668,1,1,0,0,1,0,0,0,0,1,1,0,3,6,0,0,6,0.8333333333333334,0.5,3,Unknown,01/01/2001,Rimac Valley,Central Coast
KH0669,1,0,1,0,0,0,0,0,1,15,0,1,3,32,1,0,7,0.625,0.03125,11,Unknown,03/01/2024,Unknown,
KH0670,0,1,0,0,0,1,0,0,1,0,136,0,3,228,0,0,48,0.5921052631578947,0.2324561403508772,1,Unknown,03/01/2024,Unknown,
KH0671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,1,Unknown,03/01/2024,Unknown,
KH0672,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,5,0.675,0.15,2,unknown,12/06/2018,South Peru,Nazca & Far South
KH0673,1,0,0,0,0,0,0,1,0,56,0,0,2,83,20,0,3,0.6385542168674698,0.6385542168674698,5,unknown,12/06/2018,South Peru,Nazca & Far South
KH0674,1,1,1,1,1,1,1,1,0,5477,180,322,8,623,164,21,41,0.7351524879614767,0.06902086677367576,24,Unknown,08/12/2024,Unknown,
KH0675,1,0,1,1,0,0,0,1,1,189,0,16,5,285,62,20,11,0.7157894736842105,0.08421052631578947,17,Unknown,08/12/2024,Unknown,
KH0676,1,0,0,1,0,0,0,0,0,2,0,0,2,138,48,25,1,0.9927536231884058,0.014492753623188406,5,"Ancon, near Lima, Peru",01/31/2025,Ancon (prob.),Central Coast
KH0677,1,1,1,1,1,1,0,1,1,3377,15,82,8,308,41,3,21,0.685064935064935,0.1396103896103896,10,Huacho,08/31/2018,Huacho (?),Central Coast
KH0678,1,1,1,0,0,0,0,0,0,43,1,1,3,63,7,0,16,0.8095238095238095,0.23809523809523808,10,Unknown,12/06/2018,Gaffron Estate,
KH0679,1,0,0,0,0,0,0,0,0,11,0,0,1,44,3,0,9,0.36363636363636365,0.8181818181818182,7,Unknown,12/06/2018,Gaffron Estate,
