kfg_id,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg,n_pp,n_ip,n_cp,n_pattern_types,n_cords,n_pendants,n_subsidiaries,n_groups,numeric_coverage,frac_broken,n_colors,region,creation_date,provenance_display,geo_zone
KH0168,1,1,1,1,0,0,0,0,1,21,7,1,5,118,38,0,24,0.8983050847457628,0.05084745762711865,11,Unknown,11/11/2011,Ica,Ica & Paracas
KH0169,1,0,0,1,0,0,0,1,0,13,0,0,3,40,19,0,3,0.975,0.025,4,Unknown,11/11/2011,Unknown,
KH0170,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1.0,0.0,2,Unknown,11/11/2011,Near Lima,Central Coast
KH0171,0,0,0,0,0,0,0,0,1,0,0,0,1,9,3,0,2,0.8888888888888888,0.1111111111111111,4,Unknown,11/11/2011,Near Lima,Central Coast
KH0172,1,1,1,0,1,0,0,0,0,274,94,35,4,65,0,0,32,0.9384615384615385,0.046153846153846156,3,Unknown,11/11/2011,Pachacamac,Central Coast
KH0173,0,0,0,0,0,0,0,1,1,0,0,0,2,34,16,0,5,0.7941176470588235,0.0,1,Unknown,11/11/2011,Unknown,
KH0174,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0.6666666666666666,0.1111111111111111,2,Unknown,11/11/2011,Pachacamac,Central Coast
KH0175,1,1,1,1,1,0,0,1,0,46,1,5,6,53,18,0,8,0.9811320754716981,0.018867924528301886,3,Unknown,11/11/2011,Between Ica and Pisco,Ica & Paracas
KH0176,1,1,1,0,0,0,0,0,0,17,4,1,3,23,0,0,4,0.8260869565217391,0.08695652173913043,4,Unknown,11/11/2011,Between Ica and Pisco,Ica & Paracas
KH0177,1,0,0,0,0,1,0,0,0,2,0,0,2,8,0,0,1,1.0,0.0,1,Unknown,11/11/2011,Ica,Ica & Paracas
KH0178,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0.9375,0.0,6,Unknown,11/11/2011,Ica,Ica & Paracas
KH0179,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0.8,0.0,2,Unknown,11/11/2011,Ica,Ica & Paracas
KH0180,1,0,1,0,1,0,0,0,1,16,0,1,4,27,1,0,4,0.8518518518518519,0.0,2,Unknown,11/11/2011,Pachacamac,Central Coast
KH0181,1,0,1,1,0,1,0,0,0,12,0,1,4,33,11,0,4,1.0,0.030303030303030304,5,Unknown,11/11/2011,Ica,Ica & Paracas
KH0182,1,0,1,1,1,0,0,0,0,1,0,4,4,21,2,0,6,0.7142857142857143,0.0,4,Unknown,11/11/2011,Pachacamac,Central Coast
KH0183,1,1,1,1,0,0,1,1,0,460,88,26,6,362,121,19,21,0.5662983425414365,0.011049723756906077,10,Unknown,11/11/2011,Ica,Ica & Paracas
KH0184,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0.8888888888888888,0.0,2,Unknown,11/11/2011,Pachacamac,Central Coast
KH0185,1,0,0,0,0,0,0,0,0,4,0,0,1,18,0,0,9,0.9444444444444444,0.1111111111111111,4,Unknown,11/11/2011,Unknown,
KH0186,0,1,0,0,0,0,0,0,1,0,7,0,2,30,0,0,9,0.9666666666666667,0.0,3,Unknown,11/11/2011,Unknown,
KH0187,1,1,1,1,0,0,0,1,0,21,10,3,5,125,22,2,17,0.648,0.064,8,Unknown,11/11/2011,Pachacamac,Central Coast
KH0188,1,1,0,0,1,0,0,0,0,7,3,0,3,24,1,0,12,1.0,0.0,5,Unknown,11/11/2011,Ica,Ica & Paracas
KH0189,1,1,1,1,1,0,0,0,1,12,2,3,6,59,23,4,12,0.9661016949152542,0.03389830508474576,4,Unknown,11/11/2011,Pachacamac,Central Coast
KH0190,1,0,0,0,0,0,0,0,1,2,0,0,2,15,2,0,3,1.0,0.0,3,Unknown,11/11/2011,Between Ica and Pisco,Ica & Paracas
KH0191,1,1,1,1,1,0,0,0,0,2,2,3,5,27,13,1,7,0.9629629629629629,0.0,3,Unknown,11/11/2011,Between Ica and Pisco,Ica & Paracas
KH0192,1,1,1,1,1,0,1,1,1,783,145,292,8,338,94,20,45,0.7928994082840237,0.05325443786982249,5,Unknown,11/11/2011,Pachacamac,Central Coast
KH0193,1,1,1,1,1,0,1,1,0,724,49,34,7,303,73,11,26,0.5544554455445545,0.033003300330033,7,Unknown,11/11/2011,Nazca,Nazca & Far South
KH0194,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,1.0,0.06666666666666667,1,Unknown,11/11/2011,Near Lima,Central Coast
KH0195,1,1,1,0,0,1,0,0,1,15,4,4,5,30,1,0,8,0.9333333333333333,0.6333333333333333,4,Unknown,11/11/2011,Near Lima,Central Coast
KH0196,1,0,0,0,0,0,0,0,1,2,0,0,2,28,1,0,10,0.7857142857142857,0.14285714285714285,6,Unknown,11/11/2011,Ica,Ica & Paracas
KH0197,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,3,0.8857142857142857,0.05714285714285714,4,Unknown,11/11/2011,Ica,Ica & Paracas
KH0198,1,1,1,1,0,0,1,0,1,19,7,8,6,149,67,41,20,0.8791946308724832,0.013422818791946308,9,Unknown,01/22/2026,Unknown,
KH0199,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1.0,0.0,5,Unknown,11/11/2011,Unknown,
KH0200,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,1.0,0.0,1,Unknown,11/11/2011,Unknown,
KH0201,1,0,0,0,0,0,0,0,0,1,0,0,1,7,3,0,2,0.7142857142857143,0.14285714285714285,2,Unknown,11/11/2011,Unknown,
KH0202,0,1,0,0,0,0,0,0,0,0,1,0,1,9,0,0,8,1.0,0.0,2,Unknown,11/11/2011,Unknown,
KH0203,1,0,0,1,0,0,0,1,1,10,0,0,4,30,5,2,5,0.9333333333333333,0.0,6,Unknown,11/11/2011,Unknown,
KH0204,1,0,0,1,0,0,0,1,0,9,0,0,3,64,32,0,7,0.796875,0.0,6,Unknown,11/11/2011,Unknown,
KH0205,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1.0,0.0,1,Unknown,11/11/2011,Pachacamac,Central Coast
KH0206,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,2,0.9166666666666666,0.3333333333333333,2,Unknown,11/11/2011,Pachacamac,Central Coast
KH0207,1,1,1,1,0,1,0,1,1,14,2,1,7,35,12,0,5,0.8,0.3142857142857143,3,Unknown,11/11/2011,Pachacamac,Central Coast
KH0208,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,1,0.0,0.0,3,Unknown,11/25/2003,Unknown,
KH0209,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0.8571428571428571,0.14285714285714285,1,Unknown,07/08/2003,Ica Valley (near Callengo),Ica & Paracas
KH0210,1,0,0,1,0,0,0,0,0,2,0,0,2,13,3,0,1,1.0,0.0,4,Unknown,07/08/2003,Ica Valley (near Callengo),Ica & Paracas
KH0211,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,1,0.875,0.0,1,Unknown,07/08/2003,Ica Valley (near Callengo),Ica & Paracas
KH0212,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,2,0.7142857142857143,0.14285714285714285,4,Unknown,07/07/2003,Ica Valley (near Callengo),Ica & Paracas
KH0213,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,1,0.8571428571428571,0.14285714285714285,3,Unknown,07/07/2003,Ica Valley (near Callengo),Ica & Paracas
KH0214,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1.0,0.0,3,Unknown,07/08/2003,Ica Valley (near Callengo),Ica & Paracas
KH0215,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,1.0,0.18181818181818182,2,Unknown,07/08/2003,Ica Valley (near Callengo),Ica & Paracas
KH0216,0,0,0,0,0,1,0,0,0,0,0,0,1,19,0,0,2,1.0,0.05263157894736842,1,Unknown,08/11/2003,Unknown,
KH0217,1,1,1,0,1,0,0,0,0,64,2,2,4,86,1,0,24,0.9186046511627907,0.09302325581395349,6,Unknown,08/11/2003,Unknown,
KH0218,1,1,1,1,0,0,0,0,0,2,2,1,4,64,27,0,17,1.0,0.0,3,Unknown,08/11/2003,"Central Coast (Late Period, prob.)",Central Coast
KH0219,1,0,0,0,0,1,0,1,0,4,0,0,3,18,8,0,3,0.9444444444444444,0.1111111111111111,3,Unknown,06/26/2003,Ica,Ica & Paracas
KH0220,0,1,0,0,0,0,0,0,1,0,3,0,2,30,0,0,14,0.4666666666666667,0.0,2,Unknown,06/11/2003,Unknown,
KH0221,0,1,0,0,0,0,0,0,1,0,9,0,2,37,0,0,10,0.32432432432432434,0.13513513513513514,3,Unknown,06/11/2003,Unknown,
KH0222,0,0,0,0,0,0,0,0,1,0,0,0,1,20,8,0,6,0.45,0.05,4,Unknown,06/26/2003,Ica,Ica & Paracas
KH0223,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,2,0.7142857142857143,0.42857142857142855,4,Unknown,06/26/2003,"Ica (Site T, Grave M — Uhle)",Ica & Paracas
KH0224,1,0,0,0,0,0,0,0,0,18,0,0,1,32,2,0,6,0.6875,0.75,4,Unknown,06/11/2003,Unknown,
KH0225,1,1,1,1,0,1,0,1,0,1013,129,26,6,253,41,1,44,0.6442687747035574,0.1976284584980237,8,Unknown,06/26/2003,Unknown,
KH0226,1,0,0,0,0,0,0,0,0,1,0,0,1,28,11,0,1,0.8214285714285714,0.10714285714285714,2,Unknown,06/26/2003,Unknown,
KH0227,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0.8571428571428571,0.42857142857142855,2,Unknown,06/26/2003,Unknown,
KH0228,1,1,1,1,0,0,1,1,0,668,36,108,6,218,54,1,15,0.8348623853211009,0.045871559633027525,8,Unknown,01/22/2026,Unknown,
KH0229,1,0,0,0,0,0,0,0,0,4,0,0,1,143,87,0,7,0.916083916083916,0.1048951048951049,7,Unknown,06/27/2003,Unknown,
KH0230,1,1,0,0,0,0,0,0,1,23,1,0,3,39,9,0,5,0.8461538461538461,0.05128205128205128,5,Unknown,06/12/2003,Unknown,
KH0231,1,1,1,0,0,0,0,1,0,45,1,5,4,68,18,0,3,0.6764705882352942,0.058823529411764705,2,Unknown,06/30/2003,Unknown,
KH0232,1,1,1,0,1,1,1,1,1,142,24,10,8,100,32,0,13,0.98,0.01,6,Unknown,06/30/2003,Unknown,
KH0233,1,0,0,0,0,0,0,0,0,4,0,0,1,36,18,0,1,0.8055555555555556,0.3055555555555556,5,Unknown,06/30/2003,Unknown,
KH0234,1,0,0,0,1,0,0,0,0,11,0,0,2,20,0,0,6,1.0,0.0,2,Unknown,06/30/2003,Unknown,
KH0235,1,0,1,1,0,0,0,0,0,26,0,6,3,37,9,0,11,0.9459459459459459,0.5675675675675675,4,Unknown,06/30/2003,Nazca,Nazca & Far South
KH0236,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0.8,0.0,2,Unknown,06/30/2003,Nazca,Nazca & Far South
KH0237,1,1,1,1,1,0,1,1,1,209,8,11,8,572,146,19,48,0.5559440559440559,0.019230769230769232,14,Chachapoyas,06/19/2003,Leymebamba,Chachapoyas
KH0238,1,0,0,1,0,0,0,1,1,30,0,0,4,116,40,4,10,0.9396551724137931,0.008620689655172414,12,Chachapoyas,06/06/2003,Leymebamba,Chachapoyas
KH0239,1,1,0,0,1,1,1,1,0,177,8,0,6,758,392,85,15,0.6147757255936676,0.11477572559366754,15,Chachapoyas,06/16/2003,Leymebamba,Chachapoyas
KH0240,1,1,1,1,1,1,1,1,0,7563,263,1687,8,573,87,4,73,0.7399650959860384,0.012216404886561954,10,Chachapoyas,06/19/2003,Leymebamba,Chachapoyas
KH0241,1,0,0,0,0,0,0,0,0,37,0,0,1,62,13,0,4,0.6451612903225806,0.12903225806451613,3,Chachapoyas,05/29/2003,Leymebamba,Chachapoyas
KH0242,1,1,1,1,1,1,1,1,1,2857,246,570,9,874,285,18,63,0.6281464530892449,0.0011441647597254005,8,Chachapoyas,06/19/2003,Leymebamba,Chachapoyas
KH0243,0,0,0,0,0,0,0,1,1,0,0,0,2,80,34,1,16,0.475,0.0125,4,Chachapoyas,06/02/2003,Leymebamba,Chachapoyas
KH0244,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,2,1.0,0.0,1,Chachapoyas,05/29/2003,Leymebamba,Chachapoyas
KH0245,1,1,1,1,0,1,0,1,0,308,15,26,6,164,15,0,21,0.6097560975609756,0.0,7,Chachapoyas,06/13/2003,Leymebamba,Chachapoyas
KH0246,1,1,1,1,1,0,0,0,1,712,66,99,6,176,17,0,30,0.8977272727272727,0.03977272727272727,9,Chachapoyas,05/29/2003,Leymebamba,Chachapoyas
KH0247,1,1,1,1,0,0,1,1,0,69,12,11,6,343,143,24,24,0.8338192419825073,0.04956268221574344,12,Chachapoyas,06/03/2003,Leymebamba,Chachapoyas
KH0248,1,1,0,1,0,0,1,0,1,44,1,0,5,126,54,22,12,0.7698412698412699,0.11904761904761904,8,Chachapoyas,06/05/2003,Leymebamba,Chachapoyas
KH0249,1,0,0,0,0,0,0,0,0,8,0,0,1,59,31,4,7,0.864406779661017,0.0,4,Chachapoyas,06/05/2003,Leymebamba,Chachapoyas
KH0250,1,0,1,1,0,0,0,0,0,6,0,1,3,44,21,0,10,0.7272727272727273,0.18181818181818182,5,Chachapoyas,06/06/2003,Leymebamba,Chachapoyas
KH0251,1,0,0,1,0,0,0,0,1,8,0,0,3,88,13,10,11,0.8636363636363636,0.14772727272727273,9,Chachapoyas,06/06/2003,Leymebamba,Chachapoyas
KH0252,1,1,1,1,0,0,1,1,0,1060,5,56,6,442,217,3,7,0.7398190045248869,0.19230769230769232,8,Chachapoyas,06/12/2003,Leymebamba,Chachapoyas
KH0253,1,1,1,1,0,0,0,1,1,217,20,35,6,122,25,0,27,0.8442622950819673,0.03278688524590164,10,Chachapoyas,06/18/2003,Leymebamba,Chachapoyas
KH0254,1,0,0,1,0,0,0,0,1,3,0,0,3,38,7,0,8,0.8421052631578947,0.0,6,Chachapoyas,05/29/2003,Leymebamba,Chachapoyas
KH0255,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,4,0.5555555555555556,0.16666666666666666,5,Chachapoyas,05/28/2003,Leymebamba,Chachapoyas
KH0256,1,0,0,1,0,0,0,0,0,1,0,0,2,30,6,0,9,0.9333333333333333,0.0,7,Chachapoyas,05/29/2003,Leymebamba,Chachapoyas
KH0257,1,1,1,1,0,1,0,1,0,335,56,68,6,162,26,0,23,0.845679012345679,0.006172839506172839,7,Chachapoyas,06/18/2003,Leymebamba,Chachapoyas
KH0258,1,1,1,1,1,0,1,1,1,996,107,477,8,314,48,0,31,0.6592356687898089,0.3184713375796178,5,Chachapoyas,07/01/2003,Leymebamba,Chachapoyas
KH0259,0,0,0,0,0,0,0,1,0,0,0,0,1,20,10,0,2,0.9,0.0,2,Nazca,09/30/2005,Atarco,Ica & Paracas
KH0260,0,0,0,0,0,0,0,1,0,0,0,0,1,19,9,0,2,0.8947368421052632,0.0,2,Nazca,09/30/2005,Atarco,Ica & Paracas
KH0261,1,1,1,0,0,0,0,0,1,10,2,1,4,46,0,0,7,0.6086956521739131,0.45652173913043476,4,Unknown,04/28/2006,Unknown,
KH0262,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,1.0,0.0,2,Nazca,09/27/2005,Atarco,Ica & Paracas
KH0263,1,0,1,1,1,1,0,1,1,128,0,39,7,91,15,0,8,0.7142857142857143,0.10989010989010989,4,Nazca,09/27/2005,Atarco,Ica & Paracas
KH0264,0,1,0,0,0,1,0,1,1,0,3,0,4,75,39,1,7,0.7866666666666666,0.05333333333333334,2,Nazca,09/27/2005,Atarco,Ica & Paracas
KH0265,1,1,0,0,0,0,0,0,0,8,10,0,2,38,0,0,10,0.8157894736842105,0.15789473684210525,7,Unknown,04/03/2006,"Ica Valley (Site T, Grave M)",Ica & Paracas
KH0266,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1.0,0.0,5,Unknown,03/01/2005,"Ica Valley (Site T, Grave M)",Ica & Paracas
KH0267,1,1,1,1,1,0,1,1,1,151,40,15,8,188,84,17,38,0.9308510638297872,0.047872340425531915,11,Unknown,04/23/2012,Unknown,
KH0268,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,2,6,1.0,0.0,4,Unknown,02/15/2006,"Arica, Chile (Playa Miller 6)",Arica & N. Chile
KH0269,1,1,1,0,1,1,0,0,1,708,31,196,6,171,4,0,28,0.8771929824561403,0.0,8,Unknown,04/03/2006,Unknown,
KH0270,1,0,0,0,0,0,0,0,0,11,0,0,1,39,0,0,4,0.7948717948717948,0.23076923076923078,9,Unknown,03/01/2005,Unknown,
KH0271,1,1,1,0,1,0,0,0,0,178,168,165,4,91,0,0,91,1.0,0.02197802197802198,1,Unknown,04/20/2012,Huari,Southern Highlands
KH0272,0,0,0,0,0,0,0,0,0,0,0,0,0,49,16,0,4,0.46938775510204084,0.3469387755102041,5,Unknown,07/29/2003,Nazca,Nazca & Far South
KH0273,1,1,1,0,0,0,0,0,1,16,5,2,4,43,0,0,9,0.8372093023255814,0.046511627906976744,3,Unknown,07/29/2003,Unknown,
KH0274,1,1,1,0,0,1,0,0,0,7,1,1,4,25,0,0,6,0.84,0.36,4,Unknown,07/29/2003,Unknown,
KH0275,1,1,1,0,1,0,1,1,1,240,105,45,7,160,35,0,38,0.68125,0.43125,10,Unknown,04/05/2006,Unknown,
KH0276,1,0,1,1,0,0,0,0,0,35,0,4,3,107,25,5,7,0.7289719626168224,0.07476635514018691,7,Unknown,05/07/2004,Lima (Pueblo Libre),Central Coast
KH0277,1,1,1,0,1,0,0,0,0,24,1,3,4,47,0,0,10,1.0,0.0425531914893617,4,Unknown,05/04/2004,Lima (Pueblo Libre),Central Coast
KH0278,1,1,1,1,0,0,0,1,0,29,11,2,5,61,12,3,14,0.8360655737704918,0.04918032786885246,4,Unknown,04/30/2004,Lima (Pueblo Libre),Central Coast
KH0279,1,1,1,1,1,0,1,0,1,450,33,3,7,327,78,10,40,0.6574923547400612,0.22629969418960244,14,Unknown,04/07/2004,Unknown,
KH0280,1,1,0,0,1,0,0,0,0,12,12,0,3,164,0,0,164,1.0,0.4817073170731707,2,Unknown,06/28/2006,Unknown,
KH0281,1,1,0,0,1,1,0,0,0,103,7,0,4,98,5,0,15,0.8775510204081632,0.15306122448979592,5,Unknown,04/23/2012,Unknown,
KH0282,1,1,1,0,1,1,0,0,1,215,55,4,6,98,0,0,25,0.9795918367346939,0.02040816326530612,3,Unknown,04/20/2012,Unknown,
KH0283,1,0,0,0,0,0,0,0,0,1,0,0,1,55,6,0,3,0.9818181818181818,0.0,6,Unknown,09/22/2004,Unknown,
KH0284,1,0,0,0,0,0,0,0,0,13,0,0,1,54,18,0,1,1.0,0.0,4,Unknown,09/23/2004,Unknown,
KH0285,1,0,0,0,0,0,0,0,0,64,0,0,1,61,0,0,1,1.0,0.0,4,Unknown,09/23/2004,Unknown,
KH0286,1,0,0,0,0,0,0,0,0,30,0,0,1,72,0,0,2,1.0,0.0,5,Unknown,09/24/2004,Unknown,
KH0287,1,0,1,1,0,0,0,1,0,122,0,7,4,105,35,0,4,1.0,0.0,4,Unknown,09/24/2004,Unknown,
KH0288,1,1,1,0,1,0,0,0,0,75,65,52,4,115,0,0,115,0.991304347826087,0.06086956521739131,2,Unknown,04/20/2012,Unknown,
KH0289,1,1,1,0,1,0,0,0,0,173,169,94,4,180,0,0,180,0.9777777777777777,0.06111111111111111,3,Unknown,04/20/2012,Unknown,
KH0290,1,0,1,1,0,0,0,0,0,14,0,1,3,42,14,0,5,0.8571428571428571,0.047619047619047616,10,Unknown,08/10/2005,Unknown,
KH0291,1,1,0,0,0,0,0,0,0,40,3,0,2,38,0,0,8,0.7631578947368421,0.10526315789473684,7,Unknown,08/10/2005,Unknown,
KH0292,1,0,0,0,0,0,0,0,0,15,0,0,1,24,0,0,5,0.7083333333333334,0.16666666666666666,2,Unknown,08/11/2005,Unknown,
KH0293,1,0,1,0,0,1,0,1,0,15,0,11,4,42,21,0,4,1.0,0.023809523809523808,2,Nazca,10/03/2005,Atarco,Ica & Paracas
KH0294,0,1,0,1,0,1,0,0,1,0,2,0,4,275,156,61,9,0.7927272727272727,0.0,12,Unknown,08/11/2005,"Arica, Chile (Playa Miller 6)",Arica & N. Chile
KH0295,1,0,0,1,0,0,0,0,0,9,0,0,2,256,143,65,12,0.6015625,0.01171875,15,Unknown,08/22/2005,Unknown,
KH0296,1,1,1,1,0,1,0,0,0,319,1,17,5,136,3,0,8,0.7279411764705882,0.11029411764705882,10,Unknown,05/16/2013,Unknown,
KH0297,1,1,0,0,0,1,0,1,1,53,20,0,5,114,2,0,22,0.7456140350877193,0.18421052631578946,14,Puruchuco,08/24/2004,Huaquerones,Central Coast
KH0298,1,1,1,0,0,0,0,0,1,8,3,3,4,41,0,0,10,0.7560975609756098,0.0,2,Puruchuco,08/13/2004,Huaquerones,Central Coast
KH0299,1,0,0,0,0,0,0,0,0,4,0,0,1,23,1,0,6,0.9565217391304348,0.08695652173913043,3,Puruchuco,08/12/2004,Huaquerones,Central Coast
KH0300,1,1,1,0,0,0,0,0,1,108,1,13,4,111,0,0,8,0.5135135135135135,0.06306306306306306,4,Puruchuco,08/20/2004,Unknown,
KH0301,1,1,1,0,0,0,0,0,0,34,2,4,3,74,3,0,7,0.6621621621621622,0.10810810810810811,4,Puruchuco,08/23/2004,Huaquerones,Central Coast
KH0302,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0.6666666666666666,0.16666666666666666,1,Puruchuco,08/12/2004,Huaquerones,Central Coast
KH0303,1,1,0,0,0,0,0,0,1,1,1,0,3,35,3,0,6,0.6285714285714286,0.02857142857142857,4,Puruchuco,08/23/2004,Huaquerones,Central Coast
KH0304,1,0,0,0,0,0,0,0,1,1,0,0,2,35,3,0,4,0.6285714285714286,0.05714285714285714,5,Puruchuco,08/20/2004,Huaquerones,Central Coast
KH0305,1,1,1,0,0,0,0,0,1,30,7,6,4,73,0,0,17,0.6986301369863014,0.0136986301369863,3,Puruchuco,08/23/2004,Unknown,
KH0306,1,1,0,0,0,0,0,0,0,24,1,0,2,33,1,0,5,0.696969696969697,0.0,7,Puruchuco,08/13/2004,Huaquerones,Central Coast
KH0307,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0.0,0.038461538461538464,3,Puruchuco,08/13/2004,Huaquerones,Central Coast
KH0308,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0.0,0.0,5,Puruchuco,08/13/2004,Huaquerones,Central Coast
KH0309,1,1,1,0,0,1,0,0,0,110,24,13,4,66,5,0,15,0.9696969696969697,0.015151515151515152,8,Puruchuco,08/13/2004,Huaquerones,Central Coast
KH0310,1,0,0,0,0,0,0,0,0,46,0,0,1,74,0,0,16,0.4864864864864865,0.02702702702702703,7,Puruchuco,08/18/2004,Unknown,
KH0311,1,1,1,0,0,0,0,0,1,12,5,4,4,79,13,0,20,0.8987341772151899,0.08860759493670886,5,Puruchuco,08/19/2004,Huaquerones,Central Coast
KH0312,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0.9230769230769231,0.0,1,Puruchuco,08/19/2004,Huaquerones,Central Coast
KH0313,0,1,0,0,0,0,0,0,0,0,3,0,1,24,0,0,5,1.0,0.0,3,Puruchuco,08/19/2004,Huaquerones,Central Coast
KH0314,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,6,0.48,0.32,2,Puruchuco,08/12/2004,Unknown,
KH0315,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0.6363636363636364,0.18181818181818182,5,Puruchuco,08/19/2004,Huaquerones,Central Coast
KH0316,1,1,0,1,0,0,0,0,0,15,4,0,3,31,1,0,7,0.8387096774193549,0.25806451612903225,4,Puruchuco,08/19/2004,Huaquerones,Central Coast
KH0317,1,1,1,0,0,0,0,0,0,4,5,2,3,14,0,0,8,0.5,0.0,3,Puruchuco,08/20/2004,Huaquerones,Central Coast
KH0318,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0.42857142857142855,0.0,5,Puruchuco,08/20/2004,Huaquerones,Central Coast
KH0319,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,6,0.0,0.0,7,Puruchuco,08/20/2004,Huaquerones,Central Coast
KH0320,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,1,6,0.7391304347826086,0.043478260869565216,8,Unknown,02/15/2006,"Arica, Chile (Playa Miller 6)",Arica & N. Chile
KH0321,1,1,1,1,0,0,1,0,0,69,5,1,5,273,121,0,16,0.9377289377289377,0.054945054945054944,13,Unknown,04/26/2005,Unknown,
KH0322,1,1,1,0,1,0,0,0,1,251,45,20,5,107,0,0,23,0.8691588785046729,0.09345794392523364,6,Unknown,04/28/2006,Unknown,
KH0323,1,1,1,0,1,0,1,1,0,3468,271,195,6,370,64,0,56,0.8675675675675676,0.07837837837837838,15,Unknown,12/11/2012,Santa,North Peru Coast
KH0324,1,0,0,1,0,0,0,0,0,29,0,0,2,102,48,0,1,0.8725490196078431,0.11764705882352941,10,Unknown,12/11/2012,Santa,North Peru Coast
KH0325,1,1,1,1,1,1,0,1,0,534,3,6,7,288,82,0,9,0.8263888888888888,0.13194444444444445,14,Unknown,04/09/2012,Santa,North Peru Coast
KH0326,1,1,1,1,0,0,0,0,0,205,2,6,4,131,23,0,4,0.9389312977099237,0.16030534351145037,10,Unknown,04/09/2012,Santa,North Peru Coast
KH0327,1,1,1,0,0,0,0,1,0,39,1,2,4,125,35,0,3,0.648,0.12,10,Unknown,04/09/2012,Santa,North Peru Coast
KH0328,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,1,0.819672131147541,0.01639344262295082,5,Unknown,04/09/2012,Santa,North Peru Coast
KH0329,1,1,1,1,1,0,1,1,1,727,12,25,8,1227,956,48,12,0.2754686226568867,0.07823960880195599,42,Unknown,02/20/2006,Unknown,
KH0330,0,0,0,0,0,0,0,0,1,0,0,0,1,69,34,10,7,0.6956521739130435,0.36231884057971014,11,Unknown,05/01/2006,Unknown,
KH0331,1,0,0,0,0,0,0,0,0,11,0,0,1,26,0,0,6,0.9230769230769231,0.0,8,Unknown,05/02/2006,Unknown,
KH0332,0,0,0,0,0,0,0,0,0,0,0,0,0,57,33,20,3,0.8771929824561403,0.24561403508771928,16,Unknown,05/03/2006,Unknown,
KH0333,1,1,1,1,0,0,0,1,0,67,3,1,5,230,120,29,10,0.6652173913043479,0.1782608695652174,11,Unknown,05/03/2006,Unknown,
KH0334,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,2,0.5555555555555556,0.4444444444444444,6,Unknown,06/12/2006,Unknown,
KH0335,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1.0,0.0,3,Unknown,06/12/2006,Unknown,
KH0336,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0.8,0.8,4,Unknown,06/12/2006,Unknown,
KH0337,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1.0,0.0,2,Unknown,06/12/2006,Unknown,
KH0338,1,1,1,0,0,0,0,0,0,73,18,16,3,75,12,0,12,0.6133333333333333,0.9066666666666666,5,Unknown,06/12/2006,Unknown,
KH0339,0,0,0,0,0,0,0,0,0,0,0,0,0,55,37,10,3,0.6181818181818182,0.2,6,Unknown,06/12/2006,Unknown,
KH0340,1,0,0,1,0,0,0,0,0,9,0,0,2,31,14,1,1,0.9354838709677419,0.16129032258064516,14,Unknown,06/13/2006,Unknown,
