khipu_id,kfg_pp,kfg_ip,kfg_cp,kfg_sp,kfg_gg,kfg_gsb,kfg_is,kfg_psn,kfg_adg,kfg_any,kcat_pp,kcat_ip,kcat_cp,kcat_sp,kcat_gg,kcat_gsb,kcat_is,kcat_psn,kcat_adg,kcat_any,_merge
KH0577,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0580,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,both
KH0581,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,both
KH0582,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,both
KH0583,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,both
KH0584,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0585,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,both
KH0586,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0587,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,both
KH0588,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,both
KH0589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0590,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,both
KH0591,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,both
KH0592,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,both
KH0593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0595,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,both
KH0596,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,both
KH0597,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,both
KH0598,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0599,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,both
KH0600,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,both
KH0601,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,both
KH0602,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0603,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,both
KH0604A,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,both
KH0604B,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,both
KH0605A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0605B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0605C,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0606A,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0606B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0606C,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0607A,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,both
KH0607B,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,both
KH0607C,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,both
KH0607D,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,both
KH0608,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,both
KH0609,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,both
KH0610,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,both
KH0612,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,both
KH0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0616,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,both
KH0617,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,both
KH0618,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,both
KH0619,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,both
KH0620,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,both
KH0621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0622,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,both
KH0623,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,both
KH0624,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0626,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0630,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,both
KH0631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,both
KH0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0633,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,both
KH0634,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,both
KH0635,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,both
KH0653,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,both
KH0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0658,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0660,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,both
KH0661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,both
KH0665,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,both
KH0666,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,both
KH0667,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,both
KH0668,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,both
KH0669,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,both
KH0670,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,both
KH0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0673,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,both
KH0674,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,both
KH0675,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,both
KH0676,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,both
KH0677,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,both
KH0678,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0679,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0680,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,both
KH0681,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0682,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,both
KH0683,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,both
KH0684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,both
KH0688,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,both
KH0689,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,both
KH0690,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0692,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,both
KH0693,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,both
KH0694,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,both
KH0695,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0696,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0697,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,both
KH0698,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,both
KH0699,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,both
KH0700,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0701,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,both
KH0702,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,both
KT002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,both
RA001,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,both
RA002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
RA003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
RA004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
RA005,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,both
RA006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,both
RA007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
RA008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
RA009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
RA010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
RS001,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
