color_code,n_entries,pct_entries,n_khipus,pct_khipus
W(0.0-18.0)/KB(18.0-53.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-16.0)/LB(16.0-27.0)/W(27.0-71.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-16.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-16.5)/CB(16.5-39.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-16.5)/HB-RL,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.0)/BB(17.0-28.5)/B(28.5-38.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.0)/CB(17.0-45.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.0)/MB(17.0-24.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.0)/W-BG(17.0-19.0)/BG(19.0-27.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.5)/B(17.5-32.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.5)/GG(17.5-26.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.5)/KB(17.5-54.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.5)/MB(17.5-19.0)/MB(19.0-19.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-17.5)/W-DB(17.5-32.0)/W(32.0-70.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-18.0)/KB(18.0-18.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-18.0)/KB(18.0-25.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-2.5)/RM(2.5-3.0)/W(3.0-17.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-2.5)/RM(2.5-3.0)/W(3.0-23.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-2.5)/RM(2.5-3.0)/W(3.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-22.0)/KB(22.0-23.5)/KB(23.5-27.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-22.0)/W-DB(22.0-26.0)/W-DB(26.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-22.5)/CB(22.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-22.5)/W-MB(22.5-25.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-23.5)/KB(23.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-23.5)/SR(23.5-32.5)/SR(32.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.0)/HB(24.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.0)/KB(24.0-24.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.0)/MB(24.0-33.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.0)/R0(24.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.5)/CB(24.5-40.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.5)/KB(24.5-25.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.5)/R0(24.5-27.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-24.5)/W-MB(24.5-26.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-25.0)/BG(25.0-33.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-25.0)/GG(25.0-45.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-22.0)/MB,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-22.0)/KB(22.0-22.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-20.0)/0D(20.0-41.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-20.0)/MB(20.0-33.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-20.5)/DB(20.5-22.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-20.5)/FB(20.5-21.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-20.5)/MB(20.5-28.5)/W(28.5-46.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-20.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/0D(21.0-41.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/B(21.0-38.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/CB(21.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/KB(21.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/MB(21.0-30.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/R0(21.0-23.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.5)/AB,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.5)/KB(21.5-22.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-21.5)/R0(21.5-27.5)/W(27.5-32.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-14.5)/MB(14.5-45.0),1,0.0013113378268509533,1,0.14104372355430184
LA(0.0-9.5)/W(9.5-24.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-14.0)/KB(14.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-6.0)/W(6.0-8.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-3.5)/W(3.5-31.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-3.5)/W(3.5-46.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-4.0)/W(4.0-28.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-4.0)/W(4.0-45.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-4.0)/W-BG(4.0-25.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.0)/AB,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.0)/W(5.0-35.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.0)/W(5.0-44.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.0)/W(5.0-46.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.5)/AB,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.5)/W(5.5-26.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.5)/W(5.5-37.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.5)/W(5.5-38.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.5)/W(5.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-5.5)/W(5.5-56.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-6.0)/W(6.0-12.5)/W(12.5-21.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-6.0)/W(6.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-25.0)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-24.0)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-22.0)/W-BG(22.0-26.5),1,0.0013113378268509533,1,0.14104372355430184
BB-CB,1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.5)/B(4.5-59.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.5)/W(4.5-42.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.5)/W(4.5-45.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-5.0)/W(5.0-41.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-5.0)/W(5.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-5.5)/W-BB(5.5-11.5)/BB(11.5-23.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-6.0)/W(6.0-40.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-0.0)/LG(0.0-0.0)/BG(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-21.0)/W(21.0-33.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-10.0)/BG(10.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-10.0)/W(10.0-48.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-11.0)/W(11.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-14.5)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-16.0)/GG(16.0-25.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-18.5)/KB(18.5-27.0)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-20.5)/FR(20.5-22.5)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-6.0)/W(6.0-43.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-6.5)/W(6.5-45.5),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-43.0)/W(43.0-59.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-7.0)/W(7.0-21.0),1,0.0013113378268509533,1,0.14104372355430184
BG(5.5-12.0)/AB,1,0.0013113378268509533,1,0.14104372355430184
BG(7.0-52.5),1,0.0013113378268509533,1,0.14104372355430184
BG(8.0-9.0)/W(9.0-21.5),1,0.0013113378268509533,1,0.14104372355430184
BG-HB,1,0.0013113378268509533,1,0.14104372355430184
BG-MB,1,0.0013113378268509533,1,0.14104372355430184
BG-W,1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-10.0)/W(10.0-19.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-10.0)/W(10.0-36.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-12.0)/BL-LB(12.0-20.5),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-12.0)/BL-LB(12.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-12.5)/BL-LB(12.5-29.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-12.5)/W(12.5-23.0)/GL(23.0-55.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-12.5)/W(12.5-46.5),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-13.5)/BL-LB(13.5-21.5),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-16.0)/BL,1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-17.0)/BL-LB(17.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-21.5)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(5.0-23.0),1,0.0013113378268509533,1,0.14104372355430184
BG(28.0-38.5),1,0.0013113378268509533,1,0.14104372355430184
BG(27.0-47.5),1,0.0013113378268509533,1,0.14104372355430184
BG(14.5-20.5)/W(20.5-27.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-7.0)/W(7.0-28.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-7.0)/W-BG(7.0-8.0)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-8.5)/KB(8.5-18.5),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-9.5)/HB(9.5-35.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-9.5)/W(9.5-38.0),1,0.0013113378268509533,1,0.14104372355430184
BG(0.0-9.5)/W(9.5-40.0),1,0.0013113378268509533,1,0.14104372355430184
BG(12.0-18.5),1,0.0013113378268509533,1,0.14104372355430184
BG(14.5-21.0),1,0.0013113378268509533,1,0.14104372355430184
BG(27.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
BG(14.5-21.5)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(21.5-39.5),1,0.0013113378268509533,1,0.14104372355430184
BG(22.5-40.5),1,0.0013113378268509533,1,0.14104372355430184
BG(24.0-27.0)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(24.0-37.5),1,0.0013113378268509533,1,0.14104372355430184
BG(25.0-28.0)/W,1,0.0013113378268509533,1,0.14104372355430184
BG(27.0-42.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/W(4.0-29.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/W(4.0-28.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-59.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-58.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.5)/BB(13.5-27.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.5)/BB(13.5-28.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.5)/KB(13.5-17.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.5)/LC(13.5-33.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-14.0)/KB(14.0-35.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-14.5)/BB(14.5-26.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-14.5)/LB(14.5-66.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-15.5)/LC(15.5-16.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-15.5)/LC(15.5-29.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-15.5)/LC(15.5-36.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-16.0)/W(16.0-32.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-16.5)/LB(16.5-38.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-16.5)/LC(16.5-32.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-17.0)/KB(17.0-41.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-18.0)/B-GG(18.0-43.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-18.5)/HB(18.5-50.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-19.5)/LB(19.5-50.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.0)/KB(13.0-36.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.0)/KB(13.0-34.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.0)/KB(13.0-27.5),1,0.0013113378268509533,1,0.14104372355430184
AB-PB,1,0.0013113378268509533,1,0.14104372355430184
AB-DG,1,0.0013113378268509533,1,0.14104372355430184
AB-GG(0.0-11.5)/W(11.5-56.0),1,0.0013113378268509533,1,0.14104372355430184
AB-GG(0.0-14.0)/W(14.0-50.5),1,0.0013113378268509533,1,0.14104372355430184
AB-GG(0.0-8.5)/W(8.5-41.5),1,0.0013113378268509533,1,0.14104372355430184
AB-KB(0.0-13.5)/W-AB(13.5-31.0),1,0.0013113378268509533,1,0.14104372355430184
AB-LD,1,0.0013113378268509533,1,0.14104372355430184
AB-LK,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-10.0)/W(10.0-33.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-13.0)/KB(13.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-10.5)/W(10.5-27.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-10.5)/W(10.5-30.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-11.0)/LB(11.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-11.5)/B,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-12.5)/B,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-12.5)/KB(12.5-31.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-12.5)/LC(12.5-27.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-20.0)/LB(20.0-60.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-20.5)/B,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-23.0)/B,1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-21.5)/MB(21.5-49.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-9.5)/BB(9.5-23.0)/B(23.0-29.5),1,0.0013113378268509533,1,0.14104372355430184
B(18.5-34.5),1,0.0013113378268509533,1,0.14104372355430184
B(31.5-47.0),1,0.0013113378268509533,1,0.14104372355430184
B(6.0-9.5)/W,1,0.0013113378268509533,1,0.14104372355430184
B(9.0-16.0)/W,1,0.0013113378268509533,1,0.14104372355430184
B-PB,1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-20.5)/B(20.5-43.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-24.0)/B(24.0-44.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-9.0)/W(9.0-62.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-3.0)/W(3.0-41.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-3.5)/W(3.0-44.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-53.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-56.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-56.5),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-57.0),1,0.0013113378268509533,1,0.14104372355430184
BB(0.0-4.0)/B(4.0-57.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-9.0)/YB(9.0-27.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-9.0)/W(9.0-47.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-23.0)/W(23.0-37.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-4.0)/B,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-24.5)/LB(24.5-51.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-26.0)/B,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-26.0)/LB(26.0-58.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-27.0)/LB(27.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-28.5)/MB(28.5-34.5)/BB(34.5-42.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-31.5)/YB,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-32.0)/YG(32.0-44.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-6.0)/KB(6.0-11.0)/B(11.0-24.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-9.0)/W(9.0-44.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-6.0)/W,1,0.0013113378268509533,1,0.14104372355430184
B(0.0-6.5)/YB(6.5-40.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-7.0)/W(7.0-41.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-7.5)/W(7.5-43.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-8.0)/SR(8.0-11.0)/SR(11.0-18.5),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-8.0)/W(8.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
B(0.0-8.0)/W(8.0-44.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-26.5)/W,1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-6.0)/W,1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-13.5)/KB(13.5-37.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-1.5)/W(1.5-34.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-1.5)/W(1.5-37.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-1.5)/W(1.5-49.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-10.0)/W(10.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-13.5)/W(13.5-57.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-16.5)/W(16.5-55.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-17.5)/MB(17.5-46.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-18.0)/W(18.0-51.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-18.5)/HB,1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/DB(2.0-28.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/DB(2.0-5.0)/BS,1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-26.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-29.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-33.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-33.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-1.5)/W(1.5-28.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-0.0)/0G-FR(0.0-0.0)/G(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
CB(7.5-8.0)/W,1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-9.0)/B(9.0-13.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-17.0)/W,1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-17.5)/B(17.5-38.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-18.5)/AB(18.5-34.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-18.5)/B(18.5-64.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-2.0)/W-CB(2.0-8.0)/CB(8.0-32.0),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-20.0)/B(20.0-42.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-23.0)/B(23.0-39.5),1,0.0013113378268509533,1,0.14104372355430184
CB(11.0-19.0),1,0.0013113378268509533,1,0.14104372355430184
CB(7.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
CB(12.5-51.0),1,0.0013113378268509533,1,0.14104372355430184
CB(16.0-20.5)/W,1,0.0013113378268509533,1,0.14104372355430184
CB(17.0-24.0),1,0.0013113378268509533,1,0.14104372355430184
CB(19.0-36.5),1,0.0013113378268509533,1,0.14104372355430184
CB(19.0-42.5),1,0.0013113378268509533,1,0.14104372355430184
CB(20.5-29.0),1,0.0013113378268509533,1,0.14104372355430184
CB(20.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-39.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
BL(0.0-6.5)/W(6.5-28.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.0)/W(2.0-45.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-38.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-44.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-25.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-30.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-31.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-35.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-38.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-39.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-39.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-41.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.5)/W(3.5-44.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-4.0)/DB-PB(4.0-24.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-4.0)/W,1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-4.0)/W(3.0-50.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-37.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-34.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-33.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-42.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-28.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-32.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-34.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-35.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-38.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-39.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-40.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-45.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-32.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-2.5)/W(2.5-49.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/BL-DB(3.0-24.5),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-28.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-31.0),1,0.0013113378268509533,1,0.14104372355430184
DB(0.0-3.0)/W(3.0-31.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-16.0)/W,1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-15.0)/B(15.0-29.5),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-14.0)/B(14.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
CB(0.0-13.5)/B(13.5-19.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-31.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-39.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-41.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-42.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-44.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-45.0),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-45.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-2.0)/W(2.0-49.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-26.5)/YB-BS(26.5-33.5),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-30.75)/YB-BS(30.75-37.0),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-31.5)/YB-BS(31.5-37.0),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-33.5)/YB-BS(33.5-42.0),1,0.0013113378268509533,1,0.14104372355430184
BS(0.0-4.0)/W(4.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
